loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,dti
19000, 36 months,14.46,C,C4,6 years,MORTGAGE,57000.0,Feb-2016,Fully Paid,debt_consolidation,24.72
17050, 60 months,23.43,F,F1,9 years,MORTGAGE,142000.0,Apr-2014,Fully Paid,debt_consolidation,11.1
18325, 36 months,7.49,A,A4,10+ years,MORTGAGE,159960.0,Jul-2011,Fully Paid,debt_consolidation,2.4
8000, 36 months,7.89,A,A5,5 years,RENT,40000.0,Dec-2015,Fully Paid,home_improvement,37.15
5200, 36 months,17.97,D,D1,10+ years,RENT,53000.0,Nov-2018,Current,debt_consolidation,19.32
24800, 36 months,25.49,E,E4,10+ years,RENT,56400.0,Nov-2016,Fully Paid,debt_consolidation,24.6
12800, 36 months,10.49,B,B2,2 years,MORTGAGE,110000.0,Mar-2017,Current,debt_consolidation,31.98
10000, 60 months,14.65,C,C5,9 years,MORTGAGE,62000.0,Aug-2015,Fully Paid,credit_card,10.07
11500, 60 months,14.49,C,C4,5 years,RENT,125000.0,Oct-2016,Fully Paid,credit_card,25.08
16000, 36 months,13.49,C,C2,2 years,MORTGAGE,60000.0,Jul-2016,Charged Off,debt_consolidation,24.14
7500, 36 months,13.99,C,C4,3 years,OWN,35000.0,May-2015,Charged Off,credit_card,29.22
12000, 36 months,7.21,A,A3,1 year,RENT,40000.0,Aug-2017,Current,credit_card,19.97
10000, 36 months,7.89,A,A5,10+ years,RENT,48000.0,Feb-2016,Charged Off,credit_card,17.45
35000, 36 months,17.86,D,D5,7 years,RENT,112000.0,Dec-2014,Fully Paid,debt_consolidation,30.84
4000, 36 months,13.18,C,C3,,RENT,10500.0,Dec-2015,Fully Paid,debt_consolidation,15.09
12000, 36 months,14.08,C,C3,2 years,OWN,45000.0,Nov-2017,Fully Paid,credit_card,48.16
15000, 60 months,16.02,C,C5,2 years,MORTGAGE,38000.0,Nov-2017,Current,credit_card,18.6
33575, 60 months,13.98,C,C3,10+ years,MORTGAGE,70000.0,Jul-2014,Current,debt_consolidation,19.2
12000, 36 months,8.24,B,B1,1 year,RENT,68000.0,May-2017,Current,debt_consolidation,19.93
30000, 36 months,20.89,D,D4,2 years,RENT,70000.0,Jul-2018,Current,credit_card,18.79
21000, 36 months,9.17,B,B2,10+ years,RENT,225000.0,Aug-2015,Fully Paid,debt_consolidation,15.55
10000, 60 months,15.02,C,C3,8 years,RENT,45500.0,Dec-2018,Current,debt_consolidation,29.51
19200, 36 months,5.32,A,A1,9 years,MORTGAGE,135000.0,Mar-2016,Current,debt_consolidation,17.49
26125, 36 months,11.99,C,C1,10+ years,MORTGAGE,65000.0,May-2016,Fully Paid,credit_card,10.47
35000, 36 months,13.98,C,C3,10+ years,MORTGAGE,99000.0,Aug-2014,Fully Paid,debt_consolidation,12.28
10000, 36 months,10.42,B,B3,2 years,RENT,45000.0,Nov-2017,Current,credit_card,9.54
12000, 36 months,8.99,B,B1,10+ years,OWN,33000.0,Jul-2016,Fully Paid,debt_consolidation,18.34
8000, 36 months,23.4,E,E1,3 years,RENT,42000.0,Jul-2018,Current,debt_consolidation,20.11
12000, 60 months,12.29,C,C1,10+ years,MORTGAGE,135000.0,Aug-2015,Charged Off,debt_consolidation,5.97
5000, 36 months,14.08,C,C3,< 1 year,MORTGAGE,40000.0,Oct-2017,Current,medical,17.19
23000, 60 months,12.73,B,B5,5 years,MORTGAGE,34000.0,Aug-2018,Current,debt_consolidation,44.55
20000, 36 months,7.35,A,A4,8 years,MORTGAGE,65184.0,Jul-2017,Fully Paid,home_improvement,23.49
12150, 36 months,16.49,D,D3,3 years,RENT,65000.0,Jan-2015,Charged Off,debt_consolidation,11.82
5000, 36 months,16.91,C,C5,2 years,RENT,28000.0,Jul-2018,Current,major_purchase,6.82
5000, 36 months,13.67,C,C3,10+ years,MORTGAGE,60000.0,Mar-2016,Current,home_improvement,4.64
10000, 36 months,15.02,C,C3,10+ years,RENT,74880.0,Sep-2018,Current,debt_consolidation,18.19
18000, 36 months,12.99,C,C2,5 years,MORTGAGE,105000.0,Nov-2014,Charged Off,debt_consolidation,10.09
20000, 36 months,12.69,C,C2,5 years,MORTGAGE,75000.0,Nov-2015,Charged Off,small_business,21.57
15000, 36 months,10.99,B,B3,8 years,MORTGAGE,50000.0,Oct-2014,Charged Off,credit_card,13.92
3200, 36 months,29.69,F,F2,2 years,RENT,34000.0,May-2017,Current,other,29.4
12000, 36 months,7.96,A,A5,10+ years,MORTGAGE,156000.0,Mar-2018,Current,debt_consolidation,8.04
6600, 36 months,18.06,D,D2,8 years,MORTGAGE,99500.0,Sep-2017,Current,debt_consolidation,29.31
35000, 36 months,24.84,E,E3,2 years,RENT,166100.0,Mar-2018,Current,credit_card,12.63
25000, 36 months,7.34,A,A4,10+ years,MORTGAGE,110000.0,Mar-2018,Current,debt_consolidation,18.58
6000, 36 months,10.15,B,B2,10+ years,RENT,100000.0,May-2014,Fully Paid,debt_consolidation,14.78
26450, 60 months,28.99,G,G5,4 years,RENT,63000.0,Apr-2016,Charged Off,debt_consolidation,31.3
10000, 36 months,13.56,C,C1,,OWN,32000.0,Oct-2018,Current,debt_consolidation,35.07
5000, 36 months,13.49,C,C2,10+ years,MORTGAGE,70000.0,Aug-2016,Current,other,3.55
10000, 36 months,6.11,A,A1,7 years,MORTGAGE,80000.0,Sep-2018,Current,debt_consolidation,19.34
8700, 36 months,7.35,A,A4,9 years,RENT,35000.0,Feb-2018,Current,debt_consolidation,22.74
30750, 60 months,22.35,D,D5,< 1 year,MORTGAGE,110000.0,Oct-2018,Current,debt_consolidation,23.79
11300, 36 months,13.67,C,C3,10+ years,MORTGAGE,29740.0,Feb-2016,Fully Paid,credit_card,15.98
9350, 36 months,6.92,A,A4,3 years,RENT,34500.0,May-2015,Fully Paid,credit_card,30.7
20000, 36 months,11.49,B,B5,6 years,MORTGAGE,80000.0,Oct-2016,Fully Paid,debt_consolidation,19.17
13500, 60 months,12.61,C,C1,3 years,RENT,31200.0,May-2018,Current,major_purchase,10.08
14000, 36 months,15.99,C,C5,7 years,MORTGAGE,425000.0,Dec-2016,Fully Paid,debt_consolidation,4.13
20000, 60 months,13.98,C,C3,10+ years,MORTGAGE,92000.0,May-2014,Fully Paid,credit_card,32.22
16000, 60 months,20.75,E,E2,< 1 year,RENT,40000.0,Mar-2016,Fully Paid,debt_consolidation,32.79
12000, 60 months,10.08,B,B1,10+ years,MORTGAGE,180000.0,Aug-2018,Current,major_purchase,4.9
10000, 36 months,13.98,C,C3,4 years,RENT,33000.0,Oct-2014,Fully Paid,medical,23.96
10000, 36 months,7.35,A,A4,10+ years,RENT,68000.0,Jan-2018,Current,debt_consolidation,12.44
14000, 60 months,18.99,D,D3,10+ years,MORTGAGE,62000.0,Dec-2016,Current,debt_consolidation,34.41
12000, 36 months,7.97,A,A5,2 years,RENT,79560.0,Sep-2017,Current,credit_card,22.44
7000, 36 months,13.68,C,C1,< 1 year,RENT,23500.0,Sep-2013,Fully Paid,credit_card,27.57
28000, 60 months,10.08,B,B1,5 years,RENT,65000.0,Oct-2018,Current,debt_consolidation,17.93
11000, 36 months,14.99,C,C5,1 year,RENT,52000.0,Sep-2014,Charged Off,debt_consolidation,16.27
12000, 36 months,13.99,C,C3,10+ years,OWN,96000.0,Nov-2016,Current,debt_consolidation,24.74
16800, 60 months,12.62,C,C1,9 years,RENT,51000.0,Jun-2017,Current,debt_consolidation,24.47
20000, 36 months,7.62,A,A3,10+ years,MORTGAGE,128000.0,Aug-2012,Fully Paid,home_improvement,4.95
3000, 36 months,8.9,A,A5,10+ years,RENT,60400.0,Feb-2013,Fully Paid,credit_card,8.12
15000, 36 months,9.17,B,B2,10+ years,MORTGAGE,66000.0,Aug-2015,Fully Paid,debt_consolidation,24.45
11000, 36 months,7.89,A,A5,5 years,RENT,42000.0,Feb-2016,Fully Paid,debt_consolidation,20.91
20000, 36 months,9.17,B,B2,8 years,RENT,46000.0,Nov-2015,Fully Paid,debt_consolidation,14.09
5000, 36 months,15.99,C,C5,9 years,RENT,43000.0,Feb-2017,Current,debt_consolidation,31.01
24000, 60 months,21.18,E,E3,10+ years,RENT,130000.0,May-2016,Current,other,15.05
7300, 36 months,11.99,B,B5,,RENT,18297.16,Aug-2017,Current,debt_consolidation,25.64
18800, 36 months,8.19,A,A5,6 years,RENT,58800.0,Jan-2015,Fully Paid,credit_card,19.77
12000, 60 months,19.03,D,D3,4 years,MORTGAGE,35000.0,Dec-2017,Current,debt_consolidation,9.74
6000, 36 months,9.44,B,B1,< 1 year,MORTGAGE,135000.0,Oct-2017,Current,debt_consolidation,22.12
15000, 36 months,6.11,A,A1,< 1 year,RENT,95000.0,Oct-2018,Current,credit_card,6.14
40000, 36 months,7.56,A,A3,10+ years,MORTGAGE,125000.0,Nov-2018,Current,home_improvement,9.78
6000, 36 months,20.0,D,D4,,OWN,42280.0,Nov-2017,Current,home_improvement,19.13
