loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,dti
7800, 36 months,11.99,B,B5,2 years,RENT,40000.0,Aug-2017,Current,credit_card,21.15
12000, 36 months,5.32,A,A1,5 years,OWN,150000.0,Jan-2017,Current,credit_card,12.96
6400, 36 months,21.49,D,D5,10+ years,MORTGAGE,95000.0,Aug-2016,Current,other,21.74
17525, 36 months,20.99,E,E4,5 years,RENT,39000.0,Oct-2014,Fully Paid,debt_consolidation,38.06
20000, 36 months,18.99,D,D4,10+ years,RENT,69600.0,Mar-2016,Fully Paid,debt_consolidation,13.07
8000, 36 months,9.99,B,B3,4 years,RENT,135000.0,Jun-2015,Fully Paid,debt_consolidation,6.28
6000, 36 months,14.09,B,B5,5 years,RENT,68000.0,Feb-2013,Charged Off,credit_card,18.11
6000, 36 months,10.64,B,B4,,MORTGAGE,37000.0,Dec-2015,Charged Off,debt_consolidation,25.69
22875, 36 months,12.29,C,C1,,MORTGAGE,52000.0,Oct-2015,Charged Off,debt_consolidation,14.82
20000, 60 months,19.03,D,D3,10+ years,RENT,65000.0,Feb-2018,Fully Paid,debt_consolidation,36.47
15000, 60 months,18.45,D,D2,10+ years,MORTGAGE,43000.0,Apr-2018,Current,debt_consolidation,23.05
9600, 36 months,16.14,C,C4,2 years,RENT,40000.0,Sep-2018,Current,debt_consolidation,16.35
16000, 36 months,16.02,C,C5,< 1 year,MORTGAGE,65000.0,Sep-2017,Charged Off,debt_consolidation,36.0
15000, 36 months,10.99,B,B3,5 years,RENT,50000.0,May-2014,Fully Paid,credit_card,9.43
30000, 36 months,6.67,A,A2,10+ years,RENT,75000.0,Nov-2018,Current,medical,14.94
21000, 60 months,13.67,C,C3,< 1 year,RENT,56000.0,Jun-2016,Fully Paid,credit_card,21.26
7350, 36 months,17.86,D,D5,3 years,MORTGAGE,132000.0,Jul-2015,Fully Paid,small_business,1.42
40000, 60 months,13.06,C,C1,10+ years,MORTGAGE,205000.0,Jun-2018,Current,debt_consolidation,18.26
20000, 60 months,16.02,C,C5,10+ years,MORTGAGE,72000.0,Nov-2017,Current,debt_consolidation,33.02
6000, 36 months,11.39,B,B3,10+ years,MORTGAGE,62000.0,Oct-2016,Current,debt_consolidation,18.34
20000, 36 months,11.99,B,B5,9 years,MORTGAGE,110000.0,Jul-2017,Fully Paid,credit_card,11.26
5000, 36 months,19.52,D,D4,< 1 year,MORTGAGE,105000.0,Dec-2013,Fully Paid,debt_consolidation,14.1
4500, 36 months,13.67,B,B5,5 years,OWN,37000.0,Jul-2012,Fully Paid,debt_consolidation,7.49
7500, 60 months,16.49,D,D3,1 year,MORTGAGE,78000.0,Jul-2011,Fully Paid,car,8.98
4800, 36 months,19.03,D,D3,< 1 year,RENT,31000.0,May-2017,Current,debt_consolidation,24.35
12300, 36 months,24.37,E,E2,10+ years,MORTGAGE,110000.0,Nov-2018,Current,debt_consolidation,25.31
20000, 60 months,15.31,C,C5,10+ years,RENT,45000.0,Mar-2016,Current,debt_consolidation,34.89
3500, 36 months,7.89,A,A5,3 years,OWN,75000.0,Jun-2015,Fully Paid,debt_consolidation,26.78
17000, 60 months,16.55,D,D2,5 years,RENT,61952.8,Aug-2015,Charged Off,debt_consolidation,14.66
10000, 36 months,13.53,B,B5,,MORTGAGE,53356.0,Dec-2013,Fully Paid,other,6.93
6000, 36 months,11.53,B,B5,4 years,MORTGAGE,40000.0,Apr-2015,Charged Off,credit_card,19.92
4000, 36 months,11.39,B,B3,7 years,RENT,50000.0,Dec-2016,Current,other,12.05
15000, 60 months,17.47,D,D1,5 years,MORTGAGE,83241.0,Jul-2018,Current,debt_consolidation,33.48
22950, 60 months,19.72,D,D5,9 years,MORTGAGE,60000.0,Dec-2012,Fully Paid,debt_consolidation,21.8
16900, 36 months,9.92,B,B2,4 years,MORTGAGE,165000.0,Mar-2018,Current,debt_consolidation,17.03
15025, 36 months,19.99,D,D4,10+ years,MORTGAGE,44000.0,Sep-2016,Fully Paid,debt_consolidation,19.4
13075, 36 months,15.31,C,C5,,RENT,46000.0,Mar-2016,Current,debt_consolidation,13.78
12500, 60 months,15.99,C,C5,4 years,MORTGAGE,75000.0,Oct-2016,Current,debt_consolidation,17.52
16000, 36 months,6.62,A,A2,4 years,MORTGAGE,60000.0,Dec-2012,Fully Paid,debt_consolidation,14.11
4000, 36 months,29.49,F,F2,9 years,MORTGAGE,45000.0,Oct-2016,Fully Paid,other,10.37
7200, 36 months,21.48,E,E2,10+ years,OWN,19000.0,Jan-2014,Fully Paid,credit_card,15.1
35000, 60 months,22.45,E,E5,8 years,OWN,85000.0,Mar-2016,Fully Paid,debt_consolidation,14.95
17000, 36 months,9.75,B,B3,2 years,RENT,37200.0,Jun-2016,Fully Paid,debt_consolidation,16.91
3600, 36 months,6.99,A,A2,5 years,MORTGAGE,72000.0,Sep-2016,Fully Paid,home_improvement,12.47
21600, 60 months,25.82,E,E4,5 years,RENT,47000.0,Sep-2017,Fully Paid,debt_consolidation,25.43
7000, 36 months,13.58,C,C2,5 years,OWN,29000.0,Apr-2018,Current,house,5.88
7500, 36 months,8.24,B,B1,10+ years,MORTGAGE,82000.0,Nov-2016,Current,credit_card,21.26
28000, 60 months,20.0,D,D4,10+ years,RENT,121908.0,Oct-2017,Charged Off,debt_consolidation,33.08
25000, 60 months,17.86,D,D5,6 years,MORTGAGE,75000.0,Nov-2014,Current,debt_consolidation,21.76
2975, 36 months,17.99,D,D2,< 1 year,RENT,24000.0,Nov-2016,Charged Off,medical,3.75
5000, 36 months,14.49,C,C4,10+ years,RENT,33528.0,Sep-2016,Fully Paid,debt_consolidation,6.76
32875, 60 months,25.8,G,G1,10+ years,MORTGAGE,97377.0,Apr-2015,Fully Paid,debt_consolidation,26.18
9000, 36 months,16.14,C,C4,10+ years,MORTGAGE,35000.0,Nov-2018,Current,debt_consolidation,21.19
9425, 36 months,17.99,D,D2,9 years,RENT,35000.0,Apr-2017,Fully Paid,debt_consolidation,26.58
5500, 36 months,8.46,A,A5,,MORTGAGE,21396.0,Jul-2018,Current,credit_card,38.81
7000, 36 months,11.99,B,B3,5 years,RENT,50000.0,Mar-2014,Fully Paid,credit_card,4.61
5000, 36 months,15.8,C,C3,,OWN,25000.0,Jan-2013,Fully Paid,credit_card,10.22
6000, 36 months,15.05,C,C4,5 years,RENT,55328.0,Aug-2017,Current,debt_consolidation,12.23
18000, 36 months,17.99,D,D2,10+ years,RENT,55000.0,Nov-2016,Charged Off,debt_consolidation,26.65
28000, 36 months,15.8,C,C3,10+ years,MORTGAGE,90000.0,Jun-2013,Fully Paid,debt_consolidation,22.09
25000, 60 months,18.49,E,E2,7 years,MORTGAGE,78500.0,Dec-2015,Charged Off,debt_consolidation,34.69
20000, 60 months,14.99,C,C5,3 years,MORTGAGE,62400.0,Oct-2014,Current,major_purchase,9.81
5000, 36 months,9.67,B,B1,10+ years,RENT,98000.0,Nov-2013,Charged Off,debt_consolidation,28.46
2500, 36 months,7.59,A,A3,1 year,RENT,24000.0,Aug-2016,Fully Paid,debt_consolidation,15.0
40000, 60 months,16.01,C,C5,< 1 year,MORTGAGE,175000.0,Mar-2018,Late (31-120 days),debt_consolidation,11.99
24000, 60 months,11.39,B,B3,7 years,MORTGAGE,132996.0,Mar-2017,Current,car,15.08
10000, 36 months,6.11,A,A1,10+ years,RENT,70000.0,Jul-2018,Current,credit_card,11.09
7550, 36 months,16.02,C,C5,2 years,RENT,80000.0,Jan-2018,Current,debt_consolidation,8.45
15000, 60 months,10.08,B,B1,< 1 year,RENT,36000.0,Jul-2018,Current,credit_card,22.43
17125, 60 months,22.99,F,F1,10+ years,RENT,47700.0,Jan-2015,Fully Paid,debt_consolidation,17.33
16625, 60 months,14.48,C,C5,10+ years,MORTGAGE,60000.0,Dec-2015,Fully Paid,debt_consolidation,36.24
20000, 36 months,10.42,B,B3,5 years,MORTGAGE,120000.0,Sep-2017,Current,debt_consolidation,9.61
17625, 36 months,23.32,E,E3,5 years,RENT,90000.0,May-2016,Fully Paid,debt_consolidation,22.57
6000, 36 months,11.55,B,B4,5 years,RENT,37770.0,Oct-2018,Current,credit_card,20.65
13000, 36 months,10.91,B,B4,1 year,MORTGAGE,42000.0,Jan-2018,Current,debt_consolidation,26.86
10000, 36 months,7.21,A,A3,8 years,MORTGAGE,72000.0,Jul-2018,Current,debt_consolidation,22.28
21000, 36 months,7.99,A,A4,10+ years,MORTGAGE,85000.0,Aug-2016,Current,debt_consolidation,33.64
8000, 36 months,7.24,A,A3,3 years,MORTGAGE,62000.0,Mar-2017,Fully Paid,debt_consolidation,24.08
9600, 36 months,9.93,B,B2,5 years,MORTGAGE,133000.0,Oct-2017,Fully Paid,debt_consolidation,12.31
8000, 36 months,10.91,B,B4,2 years,MORTGAGE,84000.0,Oct-2017,Current,home_improvement,8.26
5400, 36 months,16.02,C,C5,10+ years,OWN,73000.0,Aug-2017,Current,credit_card,22.82
25000, 36 months,6.49,A,A2,6 years,MORTGAGE,300000.0,May-2016,Fully Paid,home_improvement,12.25
24000, 60 months,12.69,C,C2,8 years,RENT,65000.0,Oct-2015,Charged Off,debt_consolidation,33.12
6000, 36 months,17.97,D,D1,3 years,MORTGAGE,45000.0,Oct-2018,Current,debt_consolidation,8.35
8000, 36 months,7.21,A,A3,10+ years,RENT,65000.0,Aug-2017,Current,other,7.11
9925, 36 months,11.55,B,B3,8 years,OWN,43299.14,Aug-2013,Fully Paid,home_improvement,10.44
16000, 36 months,19.92,D,D3,1 year,MORTGAGE,60000.0,Nov-2018,Current,debt_consolidation,29.54
10400, 36 months,6.49,A,A2,9 years,RENT,52000.0,Mar-2016,Fully Paid,debt_consolidation,32.01
25000, 36 months,20.99,E,E3,4 years,MORTGAGE,110000.0,Jun-2012,Fully Paid,credit_card,21.14
36000, 36 months,7.21,A,A3,10+ years,RENT,109000.0,Jul-2018,Current,debt_consolidation,18.67
16000, 36 months,12.62,C,C1,10+ years,MORTGAGE,75000.0,Dec-2017,Current,home_improvement,26.66
11000, 36 months,9.93,B,B2,5 years,MORTGAGE,75000.0,Nov-2017,Current,debt_consolidation,28.18
20000, 36 months,10.15,B,B2,10+ years,MORTGAGE,137000.0,May-2014,Fully Paid,debt_consolidation,14.37
6800, 36 months,10.59,B,B2,1 year,RENT,29120.0,Sep-2011,Fully Paid,moving,19.29
6400, 36 months,7.99,A,A5,10+ years,MORTGAGE,144000.0,Jan-2017,Fully Paid,other,14.83
15000, 60 months,17.86,D,D5,10+ years,MORTGAGE,65000.0,Jun-2015,Fully Paid,home_improvement,29.6
30000, 60 months,10.47,B,B2,< 1 year,MORTGAGE,100000.0,Nov-2018,Current,debt_consolidation,7.09
11200, 60 months,21.45,D,D5,,RENT,30000.0,May-2017,Current,credit_card,21.16
25000, 60 months,13.98,C,C1,6 years,MORTGAGE,90000.0,Dec-2013,Fully Paid,credit_card,18.21
1750, 36 months,15.02,C,C3,2 years,RENT,50000.0,Sep-2018,Current,credit_card,17.83
8000, 36 months,7.26,A,A4,10+ years,RENT,79000.0,Sep-2015,Fully Paid,major_purchase,24.75
36000, 36 months,7.35,A,A4,< 1 year,MORTGAGE,102000.0,Oct-2017,Current,credit_card,29.29
6000, 36 months,5.32,A,A1,10+ years,MORTGAGE,98000.0,Feb-2017,Current,other,5.16
16000, 60 months,14.08,C,C3,2 years,RENT,120000.0,Jul-2017,Current,credit_card,13.58
20000, 36 months,13.06,C,C1,2 years,RENT,70000.0,May-2018,Current,debt_consolidation,15.84
5000, 36 months,14.08,C,C3,10+ years,MORTGAGE,215000.0,May-2017,Current,credit_card,26.26
13200, 60 months,17.47,D,D1,10+ years,RENT,47000.0,Jun-2018,Current,debt_consolidation,28.09
8000, 36 months,19.03,D,D3,6 years,RENT,50000.0,Jul-2017,Current,debt_consolidation,13.59
2000, 36 months,10.9,B,B4,3 years,RENT,71000.0,Mar-2018,Current,credit_card,33.8
10000, 36 months,10.08,B,B1,10+ years,RENT,145000.0,Aug-2018,Current,credit_card,24.61
34250, 36 months,7.24,A,A3,9 years,MORTGAGE,135000.0,Nov-2016,Current,home_improvement,20.34
23075, 36 months,14.49,C,C4,2 years,MORTGAGE,55000.0,May-2014,Charged Off,debt_consolidation,18.63
8600, 36 months,6.07,A,A2,10+ years,RENT,95000.0,Feb-2018,Current,other,11.5
18000, 36 months,11.53,B,B5,10+ years,MORTGAGE,90000.0,Oct-2015,Fully Paid,credit_card,25.57
24000, 60 months,11.99,B,B5,4 years,MORTGAGE,120000.0,Dec-2017,Current,credit_card,17.27
6000, 36 months,13.67,B,B5,,RENT,24000.0,Nov-2013,Charged Off,debt_consolidation,7.4
19000, 60 months,21.85,D,D5,10+ years,RENT,37000.0,May-2018,Current,major_purchase,14.5
14000, 36 months,11.49,B,B5,3 years,RENT,37440.0,Aug-2016,Late (31-120 days),debt_consolidation,29.55
28000, 36 months,6.89,A,A3,9 years,RENT,78000.0,Sep-2015,Fully Paid,debt_consolidation,21.31
34200, 60 months,29.49,F,F2,10+ years,MORTGAGE,105000.0,May-2017,Fully Paid,debt_consolidation,19.71
5000, 36 months,10.42,B,B3,,RENT,30000.0,Jan-2018,Current,debt_consolidation,3.68
3000, 36 months,11.99,B,B5,4 years,RENT,25000.0,Sep-2017,Current,debt_consolidation,15.03
2250, 36 months,11.44,B,B4,10+ years,MORTGAGE,62584.0,Mar-2017,Fully Paid,debt_consolidation,21.67
5400, 36 months,6.03,A,A1,10+ years,MORTGAGE,90000.0,Jul-2014,Fully Paid,home_improvement,8.44
12000, 36 months,5.32,A,A1,2 years,MORTGAGE,110000.0,Jul-2016,Fully Paid,home_improvement,26.83
10000, 36 months,13.56,C,C1,10+ years,RENT,73000.0,Dec-2018,Current,credit_card,18.66
5375, 36 months,17.76,D,D1,1 year,RENT,35000.0,Sep-2013,Charged Off,vacation,18.34
16000, 36 months,5.32,A,A1,8 years,RENT,53000.0,Nov-2015,Fully Paid,home_improvement,19.08
20975, 36 months,20.49,E,E4,8 years,MORTGAGE,42000.0,Mar-2015,Charged Off,debt_consolidation,14.66
26750, 60 months,17.27,C,C5,,MORTGAGE,75000.0,Mar-2013,Fully Paid,credit_card,17.1
10650, 36 months,11.53,B,B5,1 year,MORTGAGE,72500.0,Feb-2015,Fully Paid,debt_consolidation,18.56
35000, 36 months,13.06,C,C1,7 years,MORTGAGE,100000.0,Jun-2018,Current,debt_consolidation,12.02
12000, 60 months,12.29,C,C1,10+ years,MORTGAGE,36000.0,Sep-2015,Fully Paid,home_improvement,4.43
10000, 36 months,11.44,B,B4,8 years,RENT,70000.0,Dec-2016,Fully Paid,debt_consolidation,10.97
20000, 36 months,15.31,C,C2,5 years,RENT,55000.0,Jan-2013,Fully Paid,debt_consolidation,9.47
27000, 36 months,12.62,C,C1,2 years,RENT,75000.0,May-2017,Current,credit_card,28.02
10000, 60 months,15.05,C,C4,10+ years,MORTGAGE,140000.0,Jul-2017,Fully Paid,credit_card,9.29
10000, 60 months,16.29,D,D1,10+ years,OWN,80400.0,Jun-2016,Charged Off,debt_consolidation,22.41
20050, 60 months,25.57,F,F5,8 years,RENT,45000.0,Nov-2013,Fully Paid,debt_consolidation,23.46
26000, 60 months,11.49,B,B5,8 years,MORTGAGE,86000.0,Mar-2017,Fully Paid,debt_consolidation,9.13
9000, 36 months,11.53,B,B5,9 years,MORTGAGE,52000.0,Jun-2015,Fully Paid,other,12.42
29450, 60 months,16.99,D,D3,4 years,MORTGAGE,80000.0,May-2014,Fully Paid,debt_consolidation,23.88
10000, 36 months,17.09,D,D1,4 years,RENT,35360.0,Jan-2018,Current,debt_consolidation,16.53
1500, 36 months,19.03,D,D3,2 years,RENT,32640.0,Dec-2017,Fully Paid,moving,26.29
25000, 36 months,17.14,D,D4,5 years,MORTGAGE,135000.0,Jan-2015,Fully Paid,major_purchase,3.74
8000, 36 months,10.99,B,B2,10+ years,RENT,60000.0,Sep-2013,Fully Paid,credit_card,10.82
35000, 36 months,11.53,B,B5,10+ years,MORTGAGE,90000.0,Oct-2015,Fully Paid,debt_consolidation,20.89
32000, 36 months,5.32,A,A1,10+ years,RENT,245000.0,Apr-2016,Current,debt_consolidation,9.45
3600, 60 months,21.18,E,E3,7 years,MORTGAGE,81000.0,Mar-2014,Fully Paid,other,11.59
9700, 36 months,17.86,D,D5,10+ years,RENT,65000.0,Apr-2015,Fully Paid,vacation,11.76
15000, 36 months,9.17,B,B2,7 years,RENT,65000.0,Feb-2015,Fully Paid,debt_consolidation,19.26
40000, 36 months,5.32,A,A1,2 years,RENT,200000.0,Jan-2018,Current,home_improvement,5.62
19675, 60 months,19.99,E,E4,,MORTGAGE,44760.0,Oct-2015,Fully Paid,debt_consolidation,30.88
10000, 36 months,13.56,C,C1,8 years,MORTGAGE,65000.0,Oct-2018,Current,credit_card,12.37
35000, 60 months,21.97,E,E5,3 years,MORTGAGE,120000.0,Mar-2012,Charged Off,small_business,5.23
20000, 60 months,8.18,B,B1,10+ years,MORTGAGE,140000.0,Jul-2015,Current,debt_consolidation,11.97
3000, 36 months,11.99,B,B3,7 years,MORTGAGE,100000.0,Feb-2014,Charged Off,credit_card,20.09
4850, 36 months,17.57,D,D2,2 years,RENT,65000.0,Mar-2014,Fully Paid,other,11.58
10000, 36 months,13.56,C,C1,10+ years,OWN,107000.0,Oct-2018,Current,debt_consolidation,27.5
40000, 36 months,12.73,B,B5,10+ years,RENT,125850.0,Jul-2018,Charged Off,major_purchase,20.0
4500, 36 months,16.99,D,D3,4 years,RENT,43500.0,Nov-2015,Charged Off,debt_consolidation,23.26
7700, 36 months,10.42,B,B3,9 years,RENT,45000.0,Jun-2017,Current,other,13.84
14400, 60 months,17.57,D,D4,1 year,MORTGAGE,102000.0,Nov-2015,Charged Off,credit_card,17.99
32500, 60 months,13.99,C,C4,< 1 year,RENT,72839.0,Aug-2015,Current,credit_card,22.0
4000, 36 months,16.29,D,D2,,MORTGAGE,28774.0,May-2014,Fully Paid,debt_consolidation,22.61
12000, 36 months,13.33,C,C3,4 years,MORTGAGE,62500.0,Aug-2015,Fully Paid,debt_consolidation,29.21
9000, 36 months,14.99,C,C4,6 years,RENT,25000.0,Apr-2017,Current,debt_consolidation,44.6
3000, 36 months,12.73,B,B5,,MORTGAGE,15000.0,Sep-2018,Current,debt_consolidation,27.44
19125, 36 months,11.39,B,B3,8 years,MORTGAGE,62000.0,May-2017,Fully Paid,debt_consolidation,30.16
16000, 60 months,16.91,C,C5,10+ years,MORTGAGE,70000.0,Aug-2018,Current,credit_card,20.58
5000, 36 months,9.58,B,B1,4 years,RENT,27000.0,May-2018,Current,debt_consolidation,8.0
20000, 36 months,12.79,C,C1,2 years,RENT,60000.0,Jul-2016,Current,debt_consolidation,22.9
6000, 36 months,5.32,A,A1,4 years,RENT,57200.0,Aug-2015,Charged Off,credit_card,5.73
1500, 36 months,7.21,A,A3,6 years,OWN,35000.0,Sep-2018,Current,credit_card,3.05
4000, 36 months,13.99,C,C3,9 years,RENT,38000.0,Jan-2017,Current,debt_consolidation,8.75
18000, 60 months,7.89,A,A5,10+ years,MORTGAGE,93000.0,Dec-2015,Current,credit_card,20.28
10200, 60 months,9.44,B,B1,1 year,RENT,172000.0,Jul-2017,Current,debt_consolidation,16.26
6825, 36 months,20.49,E,E4,2 years,RENT,16268.44,Mar-2015,Charged Off,credit_card,34.46
14975, 36 months,9.71,B,B1,10+ years,MORTGAGE,150000.0,Jul-2013,Fully Paid,debt_consolidation,5.03
12000, 36 months,13.99,C,C4,2 years,RENT,42000.0,Apr-2015,Fully Paid,debt_consolidation,29.17
32200, 60 months,16.29,D,D1,5 years,MORTGAGE,65000.0,Mar-2016,Fully Paid,debt_consolidation,20.27
20000, 60 months,12.13,B,B5,,OWN,20200.0,Jun-2018,Current,vacation,6.83
2000, 36 months,14.08,C,C3,< 1 year,RENT,100000.0,Nov-2017,Current,debt_consolidation,36.8
10000, 36 months,12.59,C,C2,10+ years,MORTGAGE,85000.0,Dec-2015,Fully Paid,debt_consolidation,14.84
7200, 36 months,13.59,C,C2,3 years,MORTGAGE,79000.0,Aug-2017,Current,debt_consolidation,24.94
28000, 60 months,24.99,E,E4,10+ years,MORTGAGE,56000.0,Oct-2016,Current,debt_consolidation,6.45
2800, 36 months,9.17,B,B2,,RENT,56000.0,May-2015,Fully Paid,vacation,13.02
21000, 36 months,16.59,D,D1,10+ years,OWN,110000.0,Mar-2014,Fully Paid,medical,12.58
6000, 36 months,12.13,B,B5,1 year,MORTGAGE,71500.0,Jun-2018,Current,debt_consolidation,18.23
24250, 60 months,24.08,F,F2,10+ years,MORTGAGE,72000.0,Oct-2014,Charged Off,debt_consolidation,7.02
4000, 36 months,7.02,A,A2,8 years,MORTGAGE,50000.0,Dec-2018,Current,moving,11.64
20000, 36 months,13.56,C,C1,1 year,RENT,52000.0,Jul-2018,Current,debt_consolidation,9.09
25000, 60 months,14.52,C,C3,8 years,RENT,80000.0,Jun-2018,Current,credit_card,21.81
18000, 60 months,14.49,C,C4,10+ years,MORTGAGE,78000.0,Oct-2014,Charged Off,other,19.06
3600, 36 months,22.74,E,E1,2 years,RENT,22000.0,Feb-2017,Current,moving,32.79
32000, 36 months,9.17,B,B2,8 years,RENT,112000.0,May-2015,Charged Off,debt_consolidation,21.22
25000, 36 months,6.67,A,A2,8 years,MORTGAGE,55000.0,Aug-2018,Current,home_improvement,4.76
15000, 36 months,10.42,B,B3,1 year,MORTGAGE,77000.0,Sep-2017,Current,credit_card,27.76
32000, 60 months,10.42,B,B3,< 1 year,MORTGAGE,45000.0,Sep-2017,Current,debt_consolidation,31.23
12000, 60 months,11.8,B,B4,4 years,MORTGAGE,83500.0,Nov-2018,Current,debt_consolidation,8.55
12500, 36 months,13.68,C,C1,< 1 year,RENT,70000.0,Aug-2013,Fully Paid,credit_card,5.25
1000, 36 months,7.97,A,A5,< 1 year,RENT,34000.0,Jan-2018,Current,other,11.97
15000, 36 months,12.74,C,C1,4 years,MORTGAGE,30000.0,Dec-2016,Fully Paid,medical,36.76
3150, 36 months,7.21,A,A3,1 year,RENT,45000.0,Sep-2018,Current,credit_card,7.36
10800, 60 months,16.55,D,D2,10+ years,MORTGAGE,55000.0,Jul-2015,Current,credit_card,5.74
26400, 60 months,17.57,D,D2,4 years,MORTGAGE,92000.0,Mar-2014,Fully Paid,debt_consolidation,26.95
10000, 36 months,6.39,A,A2,,MORTGAGE,53000.0,May-2015,Fully Paid,credit_card,28.44
5500, 36 months,6.03,A,A1,10+ years,OWN,28000.0,Aug-2014,Fully Paid,credit_card,23.15
16000, 36 months,10.42,B,B3,5 years,MORTGAGE,80000.0,Jun-2017,Fully Paid,debt_consolidation,19.95
6250, 36 months,7.97,A,A5,1 year,RENT,29000.0,Jun-2017,Current,debt_consolidation,24.38
6500, 36 months,13.33,C,C3,,OWN,13000.0,Oct-2015,Fully Paid,debt_consolidation,31.95
4200, 36 months,5.32,A,A1,10+ years,MORTGAGE,78000.0,Aug-2017,Current,medical,16.37
8500, 36 months,9.99,B,B3,4 years,RENT,45000.0,Nov-2015,Fully Paid,debt_consolidation,26.96
10000, 36 months,7.46,A,A4,1 year,RENT,45000.0,May-2018,Current,major_purchase,7.23
12000, 60 months,12.74,C,C1,< 1 year,MORTGAGE,50000.0,Nov-2016,Current,debt_consolidation,20.52
30000, 36 months,7.21,A,A3,10+ years,MORTGAGE,200000.0,Aug-2017,Current,credit_card,16.88
15000, 60 months,14.08,C,C3,,OWN,96000.0,Dec-2017,Current,debt_consolidation,15.93
14000, 36 months,10.64,B,B4,10+ years,MORTGAGE,77000.0,Dec-2015,Fully Paid,debt_consolidation,22.59
17000, 36 months,6.46,A,A1,,RENT,85000.0,Dec-2018,Current,debt_consolidation,19.66
32000, 60 months,18.55,E,E2,10+ years,MORTGAGE,200000.0,Aug-2015,Current,debt_consolidation,17.16
10000, 36 months,11.49,B,B5,10+ years,MORTGAGE,72000.0,Nov-2016,Fully Paid,debt_consolidation,10.95
22000, 60 months,17.99,D,D2,5 years,MORTGAGE,72000.0,Feb-2012,Fully Paid,debt_consolidation,17.57
20000, 36 months,6.03,A,A1,1 year,RENT,89000.0,Oct-2014,Fully Paid,credit_card,18.53
9000, 36 months,13.67,C,C3,4 years,MORTGAGE,32500.0,Feb-2016,Fully Paid,credit_card,32.27
32000, 60 months,9.93,B,B2,4 years,MORTGAGE,120000.0,Feb-2018,Current,small_business,39.58
7500, 36 months,7.97,A,A5,7 years,MORTGAGE,53000.0,Oct-2017,Current,debt_consolidation,32.4
16000, 36 months,14.99,C,C4,10+ years,RENT,125000.0,Mar-2017,Charged Off,debt_consolidation,17.79
2400, 36 months,10.91,B,B4,6 years,OWN,24000.0,Feb-2018,Fully Paid,debt_consolidation,6.75
16000, 36 months,11.44,B,B4,5 years,RENT,60000.0,Nov-2016,Fully Paid,credit_card,13.3
