loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,dti
10000, 36 months,7.35,A,A4,7 years,MORTGAGE,79445.0,Dec-2017,Current,credit_card,28.88
13200, 36 months,13.67,B,B5,7 years,MORTGAGE,86600.0,Dec-2013,Fully Paid,debt_consolidation,30.07
20000, 36 months,8.24,B,B1,8 years,RENT,250000.0,Jan-2017,Current,debt_consolidation,10.53
14500, 36 months,9.76,B,B1,2 years,RENT,29000.0,May-2012,Fully Paid,debt_consolidation,26.69
10000, 60 months,14.99,C,C4,5 years,RENT,60000.0,Jan-2017,Fully Paid,debt_consolidation,8.64
10000, 60 months,14.08,C,C3,10+ years,MORTGAGE,60000.0,Feb-2018,Current,credit_card,5.0
14000, 36 months,8.24,B,B1,< 1 year,MORTGAGE,107000.0,Dec-2016,Current,debt_consolidation,12.07
20000, 60 months,13.99,C,C4,4 years,MORTGAGE,66628.0,Jan-2016,Charged Off,debt_consolidation,21.24
21000, 60 months,14.48,C,C5,10+ years,MORTGAGE,60000.0,Dec-2015,Fully Paid,home_improvement,4.56
17400, 36 months,12.49,B,B5,1 year,RENT,81600.0,Jul-2014,Fully Paid,debt_consolidation,12.78
35000, 60 months,17.86,D,D5,10+ years,RENT,120000.0,May-2015,Fully Paid,debt_consolidation,11.79
27000, 36 months,9.43,B,B1,7 years,MORTGAGE,65000.0,Apr-2018,Current,debt_consolidation,24.08
16000, 36 months,6.24,A,A2,6 years,RENT,65000.0,Sep-2015,Fully Paid,debt_consolidation,13.85
16000, 36 months,6.07,A,A2,10+ years,MORTGAGE,73687.0,Mar-2018,Current,debt_consolidation,19.76
8000, 36 months,11.06,B,B3,8 years,MORTGAGE,90000.0,Nov-2018,Current,debt_consolidation,28.47
24000, 60 months,6.49,A,A2,10+ years,OWN,56000.0,Mar-2016,Fully Paid,credit_card,22.01
18800, 36 months,12.62,C,C1,10+ years,RENT,49000.0,Jun-2017,Current,debt_consolidation,15.53
30000, 36 months,6.08,A,A2,< 1 year,MORTGAGE,65000.0,Dec-2017,Current,other,15.77
6000, 36 months,12.61,C,C1,2 years,RENT,40000.0,Apr-2018,Current,debt_consolidation,21.72
15000, 60 months,15.02,C,C3,2 years,RENT,60000.0,Dec-2018,Current,debt_consolidation,4.88
24000, 60 months,12.73,B,B5,9 years,MORTGAGE,75000.0,Sep-2018,Current,credit_card,27.68
10000, 60 months,14.08,C,C3,3 years,OWN,35000.0,Aug-2017,Fully Paid,house,28.6
11200, 60 months,14.99,C,C5,10+ years,MORTGAGE,51000.0,Nov-2014,Fully Paid,debt_consolidation,23.58
24000, 36 months,7.59,A,A3,5 years,MORTGAGE,110000.0,Aug-2016,Charged Off,credit_card,15.26
15000, 36 months,13.66,C,C3,10+ years,MORTGAGE,120000.0,Feb-2015,Fully Paid,small_business,10.51
10000, 36 months,13.58,C,C2,9 years,MORTGAGE,65000.0,Mar-2018,Current,credit_card,32.24
27000, 36 months,12.29,C,C1,10+ years,MORTGAGE,68000.0,Jul-2015,Fully Paid,debt_consolidation,14.83
11200, 36 months,16.02,C,C5,< 1 year,RENT,32000.0,Sep-2017,Current,debt_consolidation,16.5
8300, 36 months,11.99,C,C1,6 years,MORTGAGE,48000.0,Mar-2016,Fully Paid,other,22.75
18000, 36 months,5.32,A,A1,2 years,RENT,40000.0,Feb-2016,Fully Paid,debt_consolidation,15.24
30000, 60 months,16.02,C,C5,10+ years,MORTGAGE,70000.0,Jun-2017,Fully Paid,credit_card,34.26
4700, 36 months,18.99,E,E1,10+ years,RENT,48000.0,Oct-2014,Fully Paid,debt_consolidation,19.08
20000, 36 months,10.15,B,B2,8 years,RENT,55000.0,Jul-2014,Fully Paid,debt_consolidation,23.89
14000, 36 months,10.9,B,B4,2 years,RENT,185000.0,Apr-2018,Current,credit_card,8.9
20000, 36 months,13.33,C,C3,1 year,RENT,102000.0,Apr-2015,Fully Paid,debt_consolidation,18.36
5000, 36 months,7.69,A,A4,10+ years,MORTGAGE,53957.0,Oct-2014,Charged Off,debt_consolidation,19.21
16000, 36 months,10.91,B,B4,4 years,OWN,89000.0,Jun-2017,Current,debt_consolidation,14.55
8500, 36 months,11.99,C,C1,5 years,RENT,50000.0,Dec-2015,Fully Paid,debt_consolidation,22.71
22325, 36 months,16.91,C,C5,10+ years,MORTGAGE,145000.0,Oct-2018,Current,home_improvement,19.04
10000, 36 months,9.43,B,B1,2 years,MORTGAGE,39840.0,Apr-2018,Fully Paid,other,4.01
23000, 36 months,11.67,B,B4,6 years,MORTGAGE,180000.0,May-2014,Fully Paid,credit_card,17.22
1500, 36 months,10.0,B,B2,5 years,RENT,36000.0,Mar-2011,Fully Paid,other,22.3
7200, 36 months,11.49,B,B5,10+ years,RENT,50000.0,Sep-2016,Fully Paid,debt_consolidation,18.46
17000, 36 months,13.99,C,C3,10+ years,RENT,68000.0,Mar-2017,Charged Off,debt_consolidation,29.24
16750, 60 months,23.99,F,F2,9 years,RENT,40000.0,Feb-2015,Charged Off,debt_consolidation,28.44
5475, 36 months,14.08,C,C3,10+ years,RENT,117000.0,Jun-2017,Current,home_improvement,2.77
12000, 36 months,9.93,B,B2,2 years,RENT,40000.0,Feb-2018,Current,debt_consolidation,16.17
12000, 36 months,5.32,A,A1,2 years,RENT,210000.0,May-2015,Fully Paid,credit_card,2.85
25000, 36 months,10.99,B,B4,10+ years,MORTGAGE,168000.0,Mar-2015,Charged Off,credit_card,12.47
14000, 36 months,14.46,C,C4,3 years,MORTGAGE,55500.0,Mar-2016,Fully Paid,debt_consolidation,14.77
15000, 36 months,10.42,B,B3,10+ years,RENT,100000.0,Nov-2017,Current,debt_consolidation,3.24
5000, 36 months,15.05,C,C4,10+ years,MORTGAGE,52250.0,Dec-2017,Current,debt_consolidation,36.5
30000, 60 months,10.42,B,B3,8 years,MORTGAGE,35000.0,Nov-2017,Current,credit_card,27.33
21600, 60 months,10.49,B,B3,3 years,RENT,250000.0,Sep-2016,Current,debt_consolidation,4.05
7000, 36 months,18.99,D,D3,2 years,RENT,30000.0,Jan-2017,Current,debt_consolidation,29.88
30000, 60 months,15.61,D,D1,10+ years,MORTGAGE,105000.0,Feb-2015,Current,debt_consolidation,18.31
15000, 36 months,19.42,D,D3,10+ years,RENT,53300.0,Apr-2018,Charged Off,debt_consolidation,28.91
22675, 60 months,15.05,C,C4,10+ years,RENT,56000.0,Dec-2017,Current,debt_consolidation,23.27
37500, 60 months,18.99,D,D3,9 years,MORTGAGE,75000.0,Oct-2016,Late (31-120 days),small_business,2.56
10000, 36 months,15.05,C,C4,5 years,MORTGAGE,95000.0,Jul-2017,Fully Paid,debt_consolidation,5.31
12000, 60 months,13.18,C,C3,5 years,MORTGAGE,115000.0,Dec-2015,Current,credit_card,9.01
12000, 60 months,8.19,A,A4,10+ years,MORTGAGE,90000.0,Dec-2018,Current,credit_card,12.73
4000, 36 months,11.44,B,B4,10+ years,MORTGAGE,35500.0,Mar-2017,Current,debt_consolidation,29.68
3900, 36 months,15.99,C,C5,< 1 year,MORTGAGE,120015.0,Dec-2016,Charged Off,credit_card,30.04
15000, 36 months,7.24,A,A3,2 years,MORTGAGE,50000.0,Dec-2016,Current,debt_consolidation,21.96
21200, 60 months,13.67,C,C4,10+ years,RENT,70700.0,Dec-2015,Late (31-120 days),debt_consolidation,6.01
9800, 36 months,14.31,C,C4,10+ years,RENT,106000.0,Dec-2014,Fully Paid,medical,5.09
25000, 36 months,9.76,B,B3,7 years,MORTGAGE,215000.0,Dec-2015,Fully Paid,debt_consolidation,6.97
12000, 36 months,12.74,C,C1,2 years,MORTGAGE,100000.0,Jan-2017,Charged Off,other,19.38
16000, 60 months,11.39,B,B3,10+ years,MORTGAGE,97700.0,May-2017,Current,credit_card,22.7
13475, 36 months,12.42,B,B4,4 years,MORTGAGE,50000.0,Feb-2012,Fully Paid,debt_consolidation,15.0
12000, 36 months,21.49,D,D5,5 years,MORTGAGE,75000.0,Jul-2016,Fully Paid,credit_card,24.58
23500, 60 months,22.99,F,F2,2 years,MORTGAGE,47000.0,Jun-2015,Charged Off,debt_consolidation,24.62
18750, 36 months,25.69,F,F1,10+ years,RENT,55000.0,Aug-2016,Charged Off,debt_consolidation,30.66
15000, 36 months,9.44,B,B1,5 years,MORTGAGE,150000.0,Dec-2017,Fully Paid,debt_consolidation,9.43
14000, 36 months,10.15,B,B2,8 years,OWN,180000.0,Jun-2014,Fully Paid,debt_consolidation,11.94
21000, 60 months,12.74,C,C1,5 years,MORTGAGE,130000.0,May-2017,Current,debt_consolidation,11.35
28000, 36 months,6.49,A,A2,4 years,MORTGAGE,74130.0,Jul-2014,Fully Paid,credit_card,18.86
18000, 60 months,9.92,B,B2,1 year,RENT,70000.0,May-2018,Current,debt_consolidation,26.98
12000, 60 months,18.25,D,D3,2 years,MORTGAGE,63000.0,Apr-2014,Fully Paid,home_improvement,13.01
20000, 60 months,15.05,C,C4,10+ years,MORTGAGE,125000.0,Sep-2017,Fully Paid,other,25.22
10000, 36 months,11.47,B,B5,6 years,RENT,55000.0,May-2016,Fully Paid,debt_consolidation,18.28
16000, 60 months,16.02,C,C5,4 years,OWN,50000.0,Sep-2017,Late (31-120 days),credit_card,19.54
7500, 36 months,8.24,B,B1,3 years,MORTGAGE,110000.0,Oct-2016,Fully Paid,debt_consolidation,4.77
5000, 36 months,6.99,A,A2,< 1 year,OWN,55000.0,Dec-2016,Current,small_business,10.26
3500, 36 months,21.85,D,D5,,OWN,13000.0,May-2018,Current,debt_consolidation,29.56
24200, 60 months,16.02,C,C5,10+ years,OWN,55000.0,Jun-2017,Current,debt_consolidation,27.1
12000, 36 months,7.62,A,A3,< 1 year,RENT,35000.0,Nov-2013,Fully Paid,debt_consolidation,17.94
40000, 36 months,6.71,A,A3,10+ years,MORTGAGE,55000.0,May-2018,Current,debt_consolidation,46.11
14000, 36 months,6.62,A,A2,,MORTGAGE,33172.0,Jan-2014,Fully Paid,credit_card,15.45
8000, 36 months,13.49,C,C2,5 years,RENT,42000.0,Apr-2017,Current,credit_card,33.51
35000, 36 months,13.59,C,C2,10+ years,MORTGAGE,180000.0,Oct-2017,Current,other,13.03
35000, 36 months,7.89,A,A5,10+ years,MORTGAGE,200000.0,May-2015,Fully Paid,credit_card,13.5
11200, 36 months,18.25,E,E1,3 years,RENT,59000.0,Jun-2015,Fully Paid,other,17.6
5000, 36 months,10.49,B,B2,< 1 year,OWN,55000.0,Apr-2017,Current,home_improvement,24.11
12000, 60 months,9.17,B,B2,10+ years,RENT,52000.0,Nov-2015,Charged Off,credit_card,11.75
30000, 36 months,7.56,A,A3,3 years,MORTGAGE,165000.0,Dec-2018,Current,home_improvement,22.82
10000, 36 months,12.74,C,C1,2 years,RENT,60000.0,Dec-2016,Fully Paid,debt_consolidation,17.2
14400, 36 months,14.16,C,C2,2 years,MORTGAGE,150000.0,Mar-2014,Fully Paid,credit_card,8.96
12500, 36 months,19.42,D,D3,2 years,RENT,81000.0,May-2018,Late (31-120 days),debt_consolidation,18.15
10000, 36 months,12.69,C,C2,3 years,MORTGAGE,75000.0,Mar-2015,Fully Paid,credit_card,20.69
12000, 60 months,18.99,D,D3,1 year,MORTGAGE,25000.0,Apr-2017,Charged Off,debt_consolidation,27.36
16000, 36 months,7.84,A,A4,4 years,RENT,60000.0,Oct-2018,Current,debt_consolidation,35.66
16000, 36 months,16.99,D,D1,,MORTGAGE,61000.0,Mar-2017,Fully Paid,credit_card,22.1
20000, 36 months,7.46,A,A4,2 years,RENT,45000.0,May-2018,Current,debt_consolidation,36.77
35000, 36 months,15.22,C,C3,6 years,MORTGAGE,350000.0,Sep-2013,Charged Off,debt_consolidation,8.84
3000, 36 months,13.59,C,C2,10+ years,OWN,57000.0,Sep-2017,Current,house,24.48
12800, 36 months,12.99,B,B4,2 years,MORTGAGE,80000.0,Oct-2013,Fully Paid,debt_consolidation,4.16
19425, 36 months,14.09,B,B5,10+ years,MORTGAGE,44000.0,Jun-2013,Charged Off,debt_consolidation,15.79
25500, 60 months,10.47,B,B2,10+ years,RENT,50525.0,Aug-2018,Current,credit_card,34.25
28000, 36 months,9.8,B,B3,5 years,RENT,106581.14,Jan-2016,Fully Paid,home_improvement,12.57
6000, 36 months,13.59,C,C2,2 years,RENT,65000.0,Aug-2017,Charged Off,debt_consolidation,27.14
20000, 60 months,15.61,D,D1,8 years,MORTGAGE,104000.0,Aug-2015,Current,debt_consolidation,10.49
10800, 36 months,11.99,B,B5,1 year,RENT,35000.0,Feb-2015,Fully Paid,debt_consolidation,7.99
19350, 36 months,9.44,B,B1,1 year,RENT,106260.0,Aug-2017,Current,credit_card,20.04
24000, 36 months,15.59,D,D1,7 years,RENT,90000.0,Jan-2015,Fully Paid,debt_consolidation,10.6
7200, 36 months,18.75,D,D3,3 years,RENT,60500.0,Jun-2013,Fully Paid,debt_consolidation,14.71
7500, 36 months,13.11,B,B4,10+ years,MORTGAGE,67200.0,Feb-2013,Fully Paid,debt_consolidation,14.04
9400, 36 months,9.93,B,B2,3 years,RENT,49900.0,Jul-2017,Current,credit_card,19.26
25150, 60 months,11.53,B,B5,10+ years,MORTGAGE,70000.0,Jul-2015,Fully Paid,debt_consolidation,9.02
12750, 36 months,11.39,B,B3,,RENT,45000.0,Nov-2016,Current,debt_consolidation,23.41
9600, 36 months,9.75,B,B3,1 year,RENT,46600.0,Jun-2016,Fully Paid,credit_card,6.05
10000, 36 months,10.07,B,B2,9 years,MORTGAGE,150000.0,Jun-2018,Current,credit_card,12.39
2000, 36 months,15.61,D,D1,10+ years,RENT,28000.0,Jun-2015,Charged Off,debt_consolidation,35.49
24000, 36 months,13.65,C,C1,2 years,RENT,82000.0,Apr-2014,Fully Paid,other,12.29
6000, 36 months,10.49,B,B3,3 years,MORTGAGE,42000.0,Sep-2016,Charged Off,credit_card,33.02
16000, 60 months,13.59,C,C2,10+ years,MORTGAGE,121000.0,Aug-2017,Current,credit_card,25.18
26450, 60 months,13.67,C,C4,4 years,MORTGAGE,65000.0,Nov-2015,Fully Paid,debt_consolidation,36.52
25000, 36 months,7.62,A,A3,< 1 year,MORTGAGE,90000.0,Aug-2013,Fully Paid,credit_card,12.02
20250, 60 months,16.2,C,C4,10+ years,MORTGAGE,57000.0,Oct-2013,Fully Paid,debt_consolidation,32.88
30000, 60 months,24.85,E,E3,< 1 year,MORTGAGE,64000.0,Oct-2017,Current,debt_consolidation,45.11
20000, 36 months,8.24,B,B1,10+ years,RENT,74000.0,Jan-2017,Current,debt_consolidation,10.98
12300, 36 months,17.76,D,D1,7 years,MORTGAGE,36000.0,Nov-2013,Fully Paid,renewable_energy,30.57
14000, 60 months,29.49,F,F2,1 year,MORTGAGE,46000.0,Oct-2016,Current,debt_consolidation,22.97
8000, 36 months,7.89,A,A5,5 years,RENT,45500.0,Feb-2016,Fully Paid,debt_consolidation,19.05
6725, 36 months,30.99,G,G5,< 1 year,RENT,19800.0,Aug-2017,Current,other,26.12
28000, 60 months,16.02,C,C5,2 years,MORTGAGE,93388.0,Jul-2017,Current,debt_consolidation,20.69
18000, 60 months,6.17,A,A3,6 years,MORTGAGE,55000.0,Nov-2010,Fully Paid,credit_card,15.69
15000, 36 months,10.0,B,B2,3 years,MORTGAGE,85000.0,Feb-2011,Fully Paid,debt_consolidation,16.77
12000, 60 months,11.67,B,B4,8 years,MORTGAGE,36000.0,Sep-2014,Fully Paid,debt_consolidation,23.53
13175, 36 months,14.49,C,C4,< 1 year,MORTGAGE,60000.0,Jul-2016,Current,debt_consolidation,22.4
15000, 36 months,7.89,A,A5,10+ years,MORTGAGE,58000.0,Jul-2015,Fully Paid,debt_consolidation,9.25
3000, 36 months,10.91,B,B4,3 years,RENT,28000.0,May-2017,Charged Off,debt_consolidation,24.52
20000, 60 months,21.67,E,E5,3 years,RENT,66000.0,Apr-2015,Fully Paid,debt_consolidation,22.29
24000, 60 months,14.65,C,C5,3 years,OWN,200000.0,Apr-2015,Current,home_improvement,9.29
3600, 36 months,12.62,C,C1,3 years,MORTGAGE,20000.0,Jan-2018,Current,other,30.72
11700, 36 months,18.24,D,D5,10+ years,MORTGAGE,70000.0,Jul-2014,Fully Paid,credit_card,23.88
24000, 36 months,14.47,C,C2,10+ years,MORTGAGE,100000.0,Aug-2018,Current,debt_consolidation,31.77
7000, 36 months,15.8,C,C3,10+ years,MORTGAGE,62000.0,Jun-2013,Fully Paid,debt_consolidation,9.31
4800, 36 months,21.45,D,D5,2 years,RENT,20000.0,Sep-2017,Fully Paid,debt_consolidation,14.83
