loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,dti
15000, 60 months,15.02,C,C3,5 years,OWN,56000.0,Jul-2018,Current,debt_consolidation,21.82
15000, 60 months,10.9,B,B4,,MORTGAGE,150000.0,May-2018,Current,house,1.97
4100, 36 months,6.03,A,A1,,MORTGAGE,60000.0,Mar-2014,Fully Paid,debt_consolidation,25.1
5000, 36 months,10.99,B,B2,< 1 year,RENT,50000.0,Nov-2013,Fully Paid,medical,28.54
35000, 60 months,15.04,C,C4,10+ years,MORTGAGE,77000.0,Mar-2018,Current,debt_consolidation,24.97
5175, 36 months,26.31,E,E4,10+ years,OWN,52000.0,Sep-2018,Current,small_business,23.8
10000, 36 months,16.91,C,C5,< 1 year,RENT,34000.0,Jul-2018,Current,debt_consolidation,15.95
18825, 36 months,12.99,B,B5,6 years,RENT,45000.0,Mar-2014,Fully Paid,debt_consolidation,24.2
18000, 36 months,14.47,C,C2,1 year,RENT,28000.0,Aug-2018,Current,debt_consolidation,14.32
16600, 36 months,17.97,D,D1,3 years,OWN,38000.0,Jul-2018,Current,debt_consolidation,13.99
7000, 36 months,12.69,C,C2,10+ years,RENT,40000.0,Aug-2015,Fully Paid,debt_consolidation,15.87
10000, 36 months,11.67,B,B4,6 years,MORTGAGE,60000.0,Jun-2014,Fully Paid,credit_card,17.27
35000, 60 months,6.11,A,A1,3 years,MORTGAGE,135000.0,Oct-2018,Current,credit_card,19.21
3500, 36 months,16.14,C,C4,6 years,MORTGAGE,30000.0,Aug-2018,Current,other,30.02
35000, 36 months,15.02,C,C3,10+ years,MORTGAGE,150000.0,Sep-2018,Current,debt_consolidation,21.42
2500, 36 months,10.75,B,B4,,RENT,5000.0,Jun-2016,Fully Paid,debt_consolidation,26.92
9450, 36 months,15.31,C,C4,10+ years,MORTGAGE,54000.0,Mar-2014,Fully Paid,debt_consolidation,20.67
2000, 36 months,8.59,A,A5,10+ years,OWN,65000.0,Jul-2016,Current,vacation,20.01
8000, 36 months,7.89,A,A5,< 1 year,RENT,37000.0,Nov-2015,Fully Paid,home_improvement,3.24
32250, 60 months,10.9,B,B4,< 1 year,RENT,45000.0,Apr-2018,Current,debt_consolidation,9.12
2400, 36 months,13.99,C,C4,7 years,MORTGAGE,47000.0,Dec-2015,Fully Paid,vacation,35.59
20000, 36 months,14.46,C,C4,5 years,RENT,74000.0,Feb-2016,Fully Paid,credit_card,22.42
7000, 36 months,10.41,B,B3,< 1 year,OWN,65000.0,Mar-2018,Current,small_business,4.41
8000, 36 months,13.33,C,C3,2 years,RENT,60000.0,Apr-2015,Charged Off,vacation,24.0
2100, 36 months,15.59,D,D1,4 years,RENT,33862.0,Nov-2014,Fully Paid,credit_card,6.35
12800, 36 months,7.35,A,A4,3 years,MORTGAGE,55000.0,Dec-2017,Current,debt_consolidation,25.75
40000, 36 months,12.74,C,C1,10+ years,RENT,99348.0,Feb-2017,Current,debt_consolidation,24.84
13000, 36 months,12.49,B,B5,10+ years,MORTGAGE,138815.0,Jun-2014,Fully Paid,debt_consolidation,19.88
35000, 36 months,12.99,C,C2,2 years,RENT,200000.0,Jun-2016,Fully Paid,debt_consolidation,6.5
10000, 36 months,13.56,C,C1,5 years,RENT,47000.0,Oct-2018,Current,credit_card,29.52
13000, 36 months,11.49,B,B5,10+ years,MORTGAGE,48000.0,Mar-2017,Current,debt_consolidation,27.95
7500, 36 months,15.31,C,C5,3 years,MORTGAGE,55000.0,Apr-2016,Fully Paid,credit_card,22.67
9000, 36 months,9.16,B,B2,9 years,MORTGAGE,71000.0,Apr-2016,Fully Paid,credit_card,34.52
9600, 36 months,7.89,A,A5,2 years,MORTGAGE,75000.0,May-2015,Fully Paid,debt_consolidation,22.1
25000, 60 months,16.46,C,C5,8 years,MORTGAGE,85000.0,May-2018,Current,debt_consolidation,30.14
38400, 60 months,12.61,C,C1,10+ years,MORTGAGE,54000.0,May-2018,Current,debt_consolidation,46.07
3600, 36 months,8.39,B,B1,7 years,MORTGAGE,43200.0,Feb-2016,Fully Paid,credit_card,27.28
22500, 60 months,15.02,C,C3,10+ years,MORTGAGE,73000.0,Nov-2018,Current,debt_consolidation,24.33
8000, 36 months,18.45,D,D2,,RENT,60000.0,Jun-2018,Current,home_improvement,25.02
13500, 36 months,19.92,D,D3,,MORTGAGE,30000.0,Sep-2018,Current,debt_consolidation,38.09
35000, 60 months,9.93,B,B2,< 1 year,RENT,75000.0,Feb-2018,Current,debt_consolidation,3.79
9600, 36 months,8.99,B,B1,6 years,MORTGAGE,126000.0,Aug-2016,Fully Paid,vacation,33.15
18000, 36 months,16.29,D,D1,4 years,RENT,88000.0,Mar-2016,Fully Paid,debt_consolidation,33.63
15000, 60 months,13.99,C,C3,9 years,RENT,66000.0,Jul-2016,Fully Paid,debt_consolidation,27.56
21000, 36 months,9.16,B,B2,8 years,OWN,67500.0,Feb-2016,Fully Paid,major_purchase,7.4
10000, 36 months,20.39,D,D4,3 years,MORTGAGE,51000.0,Apr-2018,Current,home_improvement,12.61
7000, 36 months,7.97,A,A5,7 years,MORTGAGE,54000.0,Jul-2017,Current,credit_card,18.29
9000, 36 months,5.32,A,A1,2 years,OWN,165000.0,Feb-2016,Fully Paid,debt_consolidation,15.61
15000, 60 months,11.44,B,B4,6 years,MORTGAGE,90000.0,Oct-2016,Current,debt_consolidation,23.75
15000, 36 months,9.17,B,B2,4 years,RENT,55827.0,Sep-2015,Charged Off,other,18.09
18000, 36 months,10.16,B,B1,1 year,RENT,65000.0,Apr-2013,Fully Paid,credit_card,22.31
20000, 36 months,8.24,B,B1,10+ years,MORTGAGE,120000.0,Jan-2017,Fully Paid,debt_consolidation,14.14
20000, 36 months,11.99,B,B5,10+ years,MORTGAGE,57600.0,Dec-2017,Current,debt_consolidation,17.79
9000, 36 months,12.74,C,C1,3 years,RENT,70000.0,Feb-2017,Fully Paid,debt_consolidation,17.37
12000, 60 months,18.25,E,E1,< 1 year,MORTGAGE,44000.0,May-2015,Current,car,8.95
20000, 60 months,25.34,E,E3,10+ years,MORTGAGE,73000.0,Sep-2018,Current,home_improvement,16.36
4600, 36 months,11.49,B,B5,2 years,RENT,26000.0,Jul-2016,Fully Paid,debt_consolidation,12.6
8400, 36 months,6.49,A,A2,10+ years,MORTGAGE,85000.0,Apr-2016,Fully Paid,debt_consolidation,15.41
8000, 36 months,11.99,C,C1,10+ years,MORTGAGE,65728.0,May-2016,Late (31-120 days),debt_consolidation,7.72
23000, 60 months,18.55,D,D2,10+ years,MORTGAGE,88621.0,Nov-2013,Charged Off,credit_card,20.16
10000, 36 months,6.11,A,A1,< 1 year,RENT,58000.0,Sep-2018,Current,credit_card,21.89
30000, 60 months,15.05,C,C4,10+ years,RENT,94640.0,Dec-2017,Current,debt_consolidation,9.16
24000, 36 months,8.18,B,B1,3 years,RENT,98000.0,May-2015,Fully Paid,credit_card,27.25
20000, 36 months,11.49,B,B5,7 years,MORTGAGE,89000.0,Nov-2015,Charged Off,debt_consolidation,15.18
15000, 60 months,7.34,A,A4,,OWN,50000.0,Mar-2018,Current,debt_consolidation,16.01
10625, 60 months,11.99,C,C1,9 years,MORTGAGE,60000.0,Mar-2016,Charged Off,debt_consolidation,21.98
10000, 36 months,7.02,A,A2,10+ years,OWN,80000.0,Nov-2018,Current,debt_consolidation,5.42
30000, 36 months,19.99,D,D4,3 years,OWN,100000.0,Mar-2017,Current,debt_consolidation,13.12
20000, 60 months,11.55,B,B4,10+ years,MORTGAGE,150000.0,Oct-2018,Current,debt_consolidation,14.94
12000, 36 months,6.49,A,A2,8 years,RENT,67000.0,Apr-2016,Fully Paid,debt_consolidation,16.96
8975, 36 months,15.31,C,C5,5 years,MORTGAGE,60000.0,Apr-2016,Fully Paid,home_improvement,5.24
17000, 36 months,9.71,B,B1,7 years,MORTGAGE,107000.0,Sep-2013,Fully Paid,credit_card,6.85
12000, 60 months,20.99,E,E5,10+ years,MORTGAGE,68000.0,Aug-2015,Fully Paid,debt_consolidation,17.14
8000, 36 months,7.21,A,A3,,MORTGAGE,92000.0,Nov-2018,Current,credit_card,20.04
20000, 60 months,11.53,B,B5,2 years,MORTGAGE,140000.0,Aug-2015,Fully Paid,debt_consolidation,25.27
11500, 60 months,19.92,D,D3,10+ years,MORTGAGE,43000.0,Dec-2018,Current,debt_consolidation,14.37
24000, 36 months,17.09,D,D1,1 year,RENT,29000.0,Jan-2018,Fully Paid,debt_consolidation,23.59
24000, 36 months,8.19,A,A5,7 years,MORTGAGE,70000.0,Jan-2015,Charged Off,home_improvement,12.02
14400, 36 months,7.62,A,A3,10+ years,RENT,69000.0,Nov-2013,Fully Paid,credit_card,12.8
25000, 36 months,13.59,C,C2,5 years,RENT,70000.0,Jun-2017,Fully Paid,debt_consolidation,17.21
20000, 36 months,6.11,A,A1,3 years,RENT,60000.0,Oct-2018,Current,credit_card,18.96
10000, 36 months,12.29,C,C1,8 years,RENT,37000.0,Mar-2015,Charged Off,debt_consolidation,30.33
3000, 36 months,13.33,C,C3,3 years,MORTGAGE,20000.0,Aug-2015,Fully Paid,credit_card,15.61
20000, 36 months,6.49,A,A2,1 year,OWN,110000.0,Jun-2016,Fully Paid,credit_card,7.64
9950, 36 months,13.99,C,C4,10+ years,RENT,90000.0,May-2015,Fully Paid,debt_consolidation,23.91
21000, 36 months,18.99,D,D4,1 year,MORTGAGE,113300.0,Mar-2016,Fully Paid,home_improvement,14.38
40000, 60 months,14.47,C,C2,< 1 year,RENT,200000.0,Oct-2018,Current,house,9.08
10000, 36 months,7.84,A,A4,10+ years,MORTGAGE,70000.0,Sep-2018,Current,credit_card,4.29
3525, 36 months,22.74,E,E1,10+ years,MORTGAGE,97000.0,Apr-2017,Fully Paid,debt_consolidation,5.77
4000, 36 months,20.39,D,D4,7 years,MORTGAGE,56000.0,Jun-2018,Current,other,32.62
5000, 36 months,16.29,C,C4,10+ years,MORTGAGE,53100.0,Oct-2012,Fully Paid,debt_consolidation,21.83
30000, 60 months,10.08,B,B1,10+ years,MORTGAGE,150000.0,Nov-2018,Current,debt_consolidation,14.99
25000, 60 months,22.99,F,F2,2 years,OWN,72000.0,Oct-2015,Fully Paid,moving,33.42
12000, 60 months,18.06,D,D2,3 years,RENT,57000.0,Oct-2017,Charged Off,debt_consolidation,29.73
18000, 36 months,11.67,B,B4,10+ years,OWN,40000.0,Aug-2014,Fully Paid,credit_card,36.2
24000, 60 months,14.49,C,C4,3 years,MORTGAGE,50000.0,Jun-2016,Current,debt_consolidation,32.79
12000, 36 months,14.33,C,C1,4 years,RENT,42000.0,Nov-2012,Fully Paid,debt_consolidation,28.14
10000, 36 months,6.62,A,A2,6 years,MORTGAGE,65000.0,Nov-2013,Fully Paid,credit_card,24.48
6300, 36 months,9.67,B,B1,7 years,RENT,36000.0,Nov-2013,Fully Paid,debt_consolidation,25.53
10000, 36 months,13.59,C,C2,10+ years,MORTGAGE,73015.8,Dec-2017,Current,credit_card,12.03
30000, 60 months,11.8,B,B4,1 year,MORTGAGE,50000.0,Dec-2018,Current,debt_consolidation,0.03
5000, 36 months,10.42,B,B3,5 years,RENT,90000.0,Nov-2017,Current,debt_consolidation,21.21
11000, 36 months,25.49,E,E4,< 1 year,RENT,35000.0,May-2017,Fully Paid,debt_consolidation,3.77
24000, 36 months,8.24,B,B1,,MORTGAGE,68466.0,Feb-2017,Current,debt_consolidation,17.58
22000, 36 months,11.8,B,B4,2 years,RENT,65000.0,Dec-2018,Current,debt_consolidation,0.55
10000, 36 months,9.99,B,B3,10+ years,MORTGAGE,104253.0,May-2015,Fully Paid,debt_consolidation,18.18
3500, 36 months,9.44,B,B1,2 years,RENT,47600.0,Aug-2017,Current,debt_consolidation,13.42
11125, 36 months,20.0,D,D4,10+ years,RENT,41000.0,Oct-2017,Late (31-120 days),other,28.48
40000, 60 months,9.44,B,B1,10+ years,MORTGAGE,107611.0,Feb-2018,Current,debt_consolidation,30.51
2000, 36 months,21.6,E,E3,6 years,RENT,77000.0,Aug-2013,Fully Paid,wedding,8.77
20000, 60 months,15.05,C,C4,2 years,OWN,48000.0,Aug-2017,Current,debt_consolidation,20.85
10000, 36 months,10.42,B,B3,3 years,RENT,35000.0,Dec-2017,Current,debt_consolidation,13.55
20000, 60 months,15.8,C,C3,7 years,RENT,49900.0,May-2013,Fully Paid,debt_consolidation,22.27
21000, 60 months,19.92,D,D3,,MORTGAGE,50000.0,Jul-2018,Fully Paid,other,6.48
10000, 36 months,8.59,A,A5,10+ years,RENT,50000.0,Aug-2016,Current,debt_consolidation,27.27
14800, 60 months,18.84,E,E2,6 years,MORTGAGE,75000.0,Mar-2015,Fully Paid,debt_consolidation,28.61
36000, 36 months,6.72,A,A3,4 years,RENT,107000.0,Nov-2017,Current,debt_consolidation,8.86
24000, 60 months,17.57,D,D4,10+ years,MORTGAGE,96000.0,Nov-2015,Current,debt_consolidation,25.45
22000, 60 months,18.99,D,D3,8 years,RENT,84000.0,Feb-2017,Fully Paid,credit_card,9.69
20000, 36 months,7.69,A,A4,2 years,MORTGAGE,57000.0,Jun-2014,Fully Paid,debt_consolidation,15.81
11300, 36 months,14.09,B,B5,10+ years,RENT,52000.0,Sep-2012,Fully Paid,home_improvement,10.78
8400, 36 months,6.07,A,A2,3 years,MORTGAGE,110000.0,Mar-2018,Current,other,4.78
10000, 36 months,9.44,B,B1,5 years,MORTGAGE,72000.0,Jun-2017,Fully Paid,debt_consolidation,9.42
30000, 60 months,11.53,B,B5,4 years,MORTGAGE,101000.0,Oct-2015,Current,debt_consolidation,10.52
34200, 60 months,18.92,D,D4,3 years,MORTGAGE,83400.0,May-2014,Fully Paid,credit_card,33.58
16000, 60 months,14.46,C,C4,4 years,RENT,130000.0,Apr-2016,Current,debt_consolidation,19.24
28000, 36 months,8.9,A,A5,10+ years,MORTGAGE,177000.0,Feb-2014,Fully Paid,credit_card,16.33
7200, 36 months,13.59,C,C2,3 years,RENT,40000.0,Jun-2017,Current,debt_consolidation,5.31
20000, 60 months,17.97,D,D1,10+ years,MORTGAGE,61944.0,Nov-2018,Current,debt_consolidation,23.65
6000, 36 months,7.9,A,A4,2 years,OWN,22800.0,Apr-2012,Fully Paid,debt_consolidation,28.16
15600, 36 months,6.99,A,A2,6 years,OWN,95000.0,Feb-2017,Current,other,21.01
20000, 36 months,10.41,B,B3,10+ years,MORTGAGE,120000.0,May-2018,Charged Off,debt_consolidation,8.71
9900, 36 months,6.83,A,A3,< 1 year,RENT,50000.0,Jun-2018,Current,credit_card,19.11
21000, 60 months,8.18,B,B1,2 years,MORTGAGE,73000.0,Apr-2015,Current,major_purchase,20.99
12000, 36 months,11.47,B,B5,10+ years,RENT,62000.0,Feb-2016,Fully Paid,debt_consolidation,11.21
10000, 36 months,9.93,B,B2,10+ years,MORTGAGE,71000.0,Nov-2017,Current,credit_card,29.19
7200, 36 months,8.19,A,A5,10+ years,MORTGAGE,117000.0,Dec-2014,Fully Paid,home_improvement,23.11
5600, 36 months,23.87,E,E2,10+ years,RENT,45500.0,Apr-2018,Late (31-120 days),credit_card,23.34
13675, 36 months,19.92,D,D3,10+ years,OWN,89000.0,Jul-2018,Current,debt_consolidation,21.93
16000, 60 months,22.4,E,E3,10+ years,RENT,180000.0,Jan-2014,Charged Off,small_business,12.64
7500, 36 months,13.49,C,C2,10+ years,MORTGAGE,45000.0,Mar-2017,Fully Paid,debt_consolidation,28.99
12000, 36 months,7.97,A,A5,5 years,MORTGAGE,75000.0,Jun-2017,Fully Paid,debt_consolidation,16.85
10000, 36 months,14.46,C,C4,< 1 year,RENT,45000.0,Apr-2016,Fully Paid,debt_consolidation,13.97
15000, 36 months,11.06,B,B3,10+ years,MORTGAGE,72500.0,Jul-2018,Fully Paid,debt_consolidation,29.5
20000, 36 months,9.49,B,B2,7 years,RENT,120000.0,Aug-2016,Fully Paid,credit_card,15.83
16500, 60 months,20.39,D,D4,4 years,MORTGAGE,77000.0,Apr-2018,Fully Paid,debt_consolidation,16.27
20000, 60 months,12.99,C,C2,2 years,RENT,48000.0,May-2016,Current,debt_consolidation,26.7
9600, 36 months,11.98,B,B5,10+ years,MORTGAGE,57000.0,Mar-2018,Fully Paid,credit_card,17.41
3125, 36 months,13.47,C,C4,4 years,RENT,50000.0,May-2009,Fully Paid,debt_consolidation,21.62
35000, 60 months,17.57,D,D4,10+ years,MORTGAGE,140000.0,Feb-2015,Fully Paid,credit_card,23.81
10000, 36 months,6.49,A,A2,2 years,MORTGAGE,55000.0,May-2016,Fully Paid,debt_consolidation,13.79
20000, 36 months,6.49,A,A2,10+ years,MORTGAGE,82000.0,Aug-2014,Fully Paid,credit_card,12.29
20400, 36 months,7.84,A,A4,,MORTGAGE,26400.0,Sep-2018,Fully Paid,debt_consolidation,43.32
8000, 36 months,8.49,B,B1,1 year,OWN,60000.0,Jan-2016,Fully Paid,credit_card,11.28
11975, 60 months,9.44,B,B1,< 1 year,MORTGAGE,65000.0,Oct-2017,Current,medical,27.07
16800, 60 months,16.55,D,D2,5 years,MORTGAGE,42000.0,Dec-2015,Current,debt_consolidation,28.09
7000, 36 months,17.99,D,D2,4 years,MORTGAGE,55000.0,Jul-2016,Current,home_improvement,15.21
25000, 60 months,18.45,D,D2,10+ years,MORTGAGE,83000.0,Mar-2018,Current,debt_consolidation,9.23
8500, 36 months,7.21,A,A3,2 years,RENT,87000.0,Oct-2017,Current,credit_card,12.69
9500, 36 months,14.49,C,C4,3 years,RENT,49000.0,May-2014,Fully Paid,debt_consolidation,5.93
15550, 60 months,17.47,D,D1,1 year,MORTGAGE,60000.0,Jun-2018,Current,debt_consolidation,54.15
6000, 36 months,13.35,C,C2,10+ years,RENT,57000.0,Oct-2014,Charged Off,other,4.72
15000, 36 months,12.99,B,B4,10+ years,MORTGAGE,42000.0,Oct-2013,Fully Paid,debt_consolidation,21.17
15000, 36 months,19.72,D,D5,10+ years,MORTGAGE,163000.0,Jun-2013,Fully Paid,credit_card,12.63
25000, 60 months,8.18,B,B1,10+ years,MORTGAGE,85000.0,May-2015,Charged Off,debt_consolidation,22.9
4750, 36 months,8.19,A,A4,9 years,RENT,36000.0,Nov-2018,Current,credit_card,26.07
8000, 36 months,8.99,B,B1,,MORTGAGE,78000.0,Oct-2016,Fully Paid,home_improvement,10.4
8000, 36 months,13.33,C,C3,8 years,RENT,35000.0,May-2015,Fully Paid,credit_card,15.78
13100, 60 months,21.97,E,E4,4 years,OWN,85000.0,Mar-2016,Fully Paid,small_business,7.13
3600, 36 months,13.49,C,C2,10+ years,RENT,46500.0,Sep-2016,Fully Paid,debt_consolidation,12.15
20000, 60 months,16.99,D,D3,2 years,MORTGAGE,70000.0,Nov-2015,Fully Paid,debt_consolidation,13.97
20000, 36 months,15.59,D,D1,4 years,RENT,57300.0,Dec-2014,Fully Paid,credit_card,22.37
7200, 36 months,6.89,A,A3,5 years,OWN,28000.0,Dec-2015,Fully Paid,debt_consolidation,11.96
25000, 60 months,11.05,B,B4,1 year,MORTGAGE,120000.0,May-2018,Current,major_purchase,13.11
12000, 60 months,11.99,C,C1,< 1 year,RENT,65000.0,Jan-2016,Current,debt_consolidation,32.05
6000, 36 months,7.39,A,A4,1 year,MORTGAGE,90000.0,Jun-2016,Fully Paid,home_improvement,18.55
5000, 36 months,16.14,C,C4,,RENT,10044.0,Dec-2018,Current,credit_card,19.95
10000, 36 months,11.53,B,B5,9 years,RENT,60000.0,Oct-2015,Fully Paid,debt_consolidation,10.6
4800, 36 months,13.11,B,B4,10+ years,MORTGAGE,92000.0,Apr-2012,Fully Paid,home_improvement,21.34
8975, 36 months,20.99,E,E4,10+ years,RENT,30000.0,Jul-2014,Fully Paid,debt_consolidation,15.68
9775, 36 months,11.44,B,B4,10+ years,RENT,142000.0,Apr-2017,Fully Paid,debt_consolidation,14.52
11500, 36 months,11.49,B,B5,6 years,RENT,65500.0,Aug-2016,Current,credit_card,34.02
17500, 60 months,8.39,B,B1,10+ years,OWN,47000.0,Apr-2016,Current,credit_card,16.04
7000, 36 months,7.21,A,A3,2 years,RENT,27100.0,Oct-2017,Current,credit_card,17.76
30000, 36 months,10.91,B,B4,< 1 year,RENT,57000.0,Jul-2017,Fully Paid,debt_consolidation,19.24
3000, 36 months,8.18,B,B1,9 years,RENT,46000.0,Jul-2015,Fully Paid,credit_card,11.92
15950, 36 months,7.59,A,A3,< 1 year,RENT,72000.0,Sep-2016,Current,credit_card,27.67
29000, 36 months,12.29,C,C1,2 years,RENT,158000.0,Jul-2015,Charged Off,debt_consolidation,15.26
16000, 36 months,6.07,A,A2,2 years,RENT,36000.0,Mar-2018,Current,credit_card,11.18
25000, 36 months,6.89,A,A3,1 year,RENT,56000.0,Oct-2015,Fully Paid,credit_card,23.87
20000, 36 months,11.49,B,B5,< 1 year,MORTGAGE,120000.0,Aug-2016,Fully Paid,medical,23.7
20000, 60 months,19.92,D,D3,,RENT,48000.0,Aug-2018,Current,debt_consolidation,18.6
13450, 36 months,7.89,A,A5,10+ years,MORTGAGE,50000.0,Jul-2015,Charged Off,debt_consolidation,12.74
16000, 36 months,7.39,A,A4,10+ years,RENT,61000.0,Jun-2016,Charged Off,debt_consolidation,25.48
20000, 36 months,10.49,B,B2,,MORTGAGE,80000.0,Apr-2017,Current,debt_consolidation,9.23
12000, 36 months,11.49,B,B5,3 years,RENT,37000.0,Mar-2017,Current,debt_consolidation,29.72
30000, 60 months,12.74,C,C1,5 years,MORTGAGE,189000.0,Dec-2016,Fully Paid,debt_consolidation,9.9
28625, 60 months,18.25,D,D3,6 years,MORTGAGE,75000.0,Feb-2014,Fully Paid,debt_consolidation,31.79
12000, 36 months,11.44,B,B4,2 years,MORTGAGE,36000.0,Apr-2017,Current,debt_consolidation,37.43
12000, 60 months,9.92,B,B2,4 years,MORTGAGE,90000.0,Mar-2018,Current,debt_consolidation,10.55
14000, 36 months,9.49,B,B2,4 years,RENT,75000.0,Sep-2016,Fully Paid,car,12.03
20000, 36 months,7.46,A,A4,6 years,RENT,87000.0,May-2018,Current,debt_consolidation,26.61
21000, 60 months,18.55,E,E2,10+ years,MORTGAGE,132000.0,Aug-2015,Fully Paid,credit_card,27.07
8000, 36 months,10.91,B,B4,,RENT,21000.0,Feb-2018,Fully Paid,debt_consolidation,26.17
6000, 36 months,14.64,C,C3,10+ years,MORTGAGE,74000.0,May-2014,Fully Paid,debt_consolidation,30.26
4800, 36 months,23.4,E,E1,< 1 year,MORTGAGE,66000.0,Jul-2018,Current,home_improvement,12.85
8650, 36 months,17.57,D,D2,2 years,RENT,65000.0,Apr-2014,Fully Paid,debt_consolidation,10.27
10700, 36 months,7.62,A,A3,10+ years,MORTGAGE,200000.0,Jul-2012,Fully Paid,debt_consolidation,6.14
6000, 36 months,10.99,B,B3,3 years,MORTGAGE,48750.0,May-2014,Fully Paid,credit_card,21.84
30000, 36 months,13.59,C,C2,10+ years,OWN,75000.0,Nov-2017,Current,debt_consolidation,20.44
17000, 60 months,20.2,E,E3,10+ years,MORTGAGE,58000.0,Aug-2014,Charged Off,debt_consolidation,27.15
36000, 60 months,7.99,A,A5,10+ years,MORTGAGE,170000.0,Apr-2017,Fully Paid,credit_card,19.45
29675, 36 months,12.99,C,C2,10+ years,MORTGAGE,115000.0,Feb-2016,Fully Paid,debt_consolidation,27.59
20000, 36 months,6.92,A,A4,6 years,MORTGAGE,85000.0,May-2015,Fully Paid,debt_consolidation,17.17
9600, 36 months,10.99,B,B4,2 years,RENT,40000.0,Apr-2015,Fully Paid,debt_consolidation,19.64
19000, 36 months,7.49,A,A4,2 years,MORTGAGE,97000.0,Jan-2016,Charged Off,debt_consolidation,8.03
16000, 60 months,15.05,C,C4,,MORTGAGE,72100.0,Sep-2017,Current,home_improvement,31.59
24000, 36 months,15.61,C,C4,5 years,RENT,135000.0,Dec-2013,Fully Paid,major_purchase,8.97
10000, 60 months,14.52,C,C3,2 years,RENT,28000.0,Jun-2018,Current,major_purchase,12.39
1500, 36 months,18.85,D,D3,6 years,MORTGAGE,115000.0,Jul-2013,Fully Paid,other,8.38
40000, 36 months,7.35,A,A4,10+ years,RENT,119000.0,Dec-2017,Late (31-120 days),credit_card,11.52
7000, 36 months,14.08,C,C3,,RENT,22000.0,Jul-2017,Current,debt_consolidation,15.0
6050, 36 months,13.98,C,C1,,MORTGAGE,28000.0,Jan-2014,Fully Paid,debt_consolidation,5.1
12000, 36 months,12.99,C,C2,10+ years,MORTGAGE,50000.0,Mar-2016,Current,debt_consolidation,35.67
16000, 60 months,10.64,B,B4,4 years,MORTGAGE,125000.0,Dec-2015,Fully Paid,debt_consolidation,9.6
8000, 36 months,15.31,C,C4,9 years,MORTGAGE,53500.0,Mar-2014,Fully Paid,debt_consolidation,14.69
30000, 60 months,9.93,B,B2,3 years,RENT,85000.0,Oct-2017,Fully Paid,other,6.73
18000, 60 months,21.45,D,D5,< 1 year,MORTGAGE,36000.0,Sep-2017,Current,debt_consolidation,47.65
