loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,dti
24000, 36 months,10.99,B,B4,10+ years,MORTGAGE,85000.0,Aug-2016,Current,debt_consolidation,11.15
35000, 36 months,6.99,A,A2,10+ years,MORTGAGE,225000.0,Jan-2017,Current,credit_card,4.06
10000, 36 months,11.47,B,B5,10+ years,MORTGAGE,56000.0,Mar-2016,Charged Off,credit_card,18.62
13200, 36 months,6.11,A,A1,3 years,MORTGAGE,102000.0,Jul-2018,Current,credit_card,6.44
15000, 36 months,14.65,C,C5,< 1 year,RENT,50000.0,May-2015,Fully Paid,other,7.19
22500, 36 months,8.9,A,A5,10+ years,MORTGAGE,60000.0,Apr-2014,Fully Paid,debt_consolidation,11.68
15000, 36 months,9.92,B,B2,10+ years,MORTGAGE,85000.0,May-2018,Current,medical,15.8
21000, 36 months,12.12,B,B3,10+ years,MORTGAGE,85000.0,May-2013,Fully Paid,debt_consolidation,8.84
7500, 36 months,10.99,B,B4,3 years,OWN,35000.0,Mar-2015,Charged Off,debt_consolidation,24.21
35000, 60 months,13.56,C,C1,10+ years,OWN,65000.0,Aug-2018,Current,debt_consolidation,27.05
10000, 36 months,9.49,B,B2,10+ years,RENT,90000.0,Sep-2016,Current,debt_consolidation,12.57
21000, 36 months,7.9,A,A4,6 years,OWN,110000.0,Sep-2013,Fully Paid,debt_consolidation,31.97
26475, 60 months,10.99,B,B3,6 years,MORTGAGE,53000.0,Oct-2014,Fully Paid,credit_card,5.71
6000, 36 months,8.49,A,A5,< 1 year,RENT,30000.0,Jul-2011,Fully Paid,debt_consolidation,9.24
7000, 36 months,11.44,B,B4,10+ years,MORTGAGE,58000.0,Nov-2016,Charged Off,debt_consolidation,13.01
5000, 36 months,14.03,C,C2,,MORTGAGE,13000.0,Jun-2018,Current,debt_consolidation,89.1
10000, 36 months,11.99,B,B5,7 years,MORTGAGE,135000.0,Jan-2018,Current,credit_card,8.25
24000, 36 months,10.49,B,B3,7 years,MORTGAGE,150000.0,Jul-2016,Fully Paid,debt_consolidation,25.85
10400, 36 months,11.99,B,B3,10+ years,MORTGAGE,81000.0,Feb-2014,Fully Paid,debt_consolidation,8.37
10000, 36 months,8.18,B,B1,3 years,MORTGAGE,35000.0,Aug-2015,Fully Paid,debt_consolidation,9.53
3000, 36 months,11.44,B,B4,1 year,RENT,28000.0,Feb-2017,Current,credit_card,26.7
11000, 36 months,15.99,C,C5,10+ years,RENT,35000.0,Mar-2017,Fully Paid,debt_consolidation,31.21
16000, 60 months,17.86,D,D5,10+ years,MORTGAGE,80000.0,Jan-2015,Fully Paid,debt_consolidation,18.12
8000, 36 months,12.99,C,C2,4 years,MORTGAGE,85000.0,Mar-2016,Charged Off,debt_consolidation,29.41
35000, 36 months,18.25,D,D3,< 1 year,MORTGAGE,215000.0,Apr-2016,Charged Off,home_improvement,15.51
12000, 36 months,10.33,B,B1,10+ years,OWN,70000.0,Nov-2018,Current,debt_consolidation,23.81
24000, 36 months,9.16,B,B2,< 1 year,MORTGAGE,98000.0,Jun-2016,Fully Paid,debt_consolidation,21.28
3600, 36 months,9.17,B,B2,7 years,RENT,24000.0,Jul-2015,Charged Off,credit_card,23.25
28000, 60 months,13.99,C,C4,9 years,MORTGAGE,65000.0,May-2015,Charged Off,credit_card,25.66
5500, 36 months,13.67,C,C3,10+ years,MORTGAGE,44000.0,Mar-2016,Fully Paid,debt_consolidation,4.01
10000, 36 months,6.07,A,A2,5 years,MORTGAGE,55000.0,Apr-2018,Current,debt_consolidation,30.28
35000, 36 months,11.49,B,B5,10+ years,MORTGAGE,140000.0,Aug-2016,Current,debt_consolidation,19.92
24400, 36 months,16.02,C,C5,2 years,MORTGAGE,56000.0,Jun-2017,Current,debt_consolidation,27.77
5000, 36 months,11.06,B,B3,,RENT,33600.0,Aug-2018,Current,debt_consolidation,23.04
12000, 36 months,6.49,A,A2,3 years,MORTGAGE,89500.0,Mar-2016,Fully Paid,home_improvement,22.14
11975, 60 months,19.24,E,E2,9 years,MORTGAGE,40000.0,Nov-2014,Fully Paid,debt_consolidation,30.48
15000, 60 months,13.18,C,C3,9 years,MORTGAGE,60000.0,Dec-2015,Charged Off,debt_consolidation,31.82
35000, 60 months,13.35,C,C2,6 years,MORTGAGE,80000.0,Aug-2014,Fully Paid,debt_consolidation,20.55
4825, 36 months,12.49,B,B5,6 years,MORTGAGE,70000.0,Jul-2014,Fully Paid,credit_card,9.63
12000, 36 months,14.08,C,C3,10+ years,MORTGAGE,135000.0,Sep-2017,Current,debt_consolidation,32.99
35000, 60 months,22.35,D,D5,10+ years,RENT,110000.0,Nov-2018,Fully Paid,credit_card,11.12
5600, 36 months,12.29,C,C1,6 years,RENT,30000.0,Aug-2015,Fully Paid,debt_consolidation,37.93
16800, 36 months,15.59,C,C5,3 years,MORTGAGE,45000.0,Aug-2016,Fully Paid,debt_consolidation,17.2
35000, 36 months,13.99,C,C4,10+ years,OWN,155000.0,May-2015,Charged Off,debt_consolidation,29.24
35000, 60 months,30.75,F,F5,1 year,RENT,73400.0,Sep-2017,Current,debt_consolidation,32.1
36000, 60 months,8.39,B,B1,4 years,MORTGAGE,170000.0,May-2016,Fully Paid,debt_consolidation,3.65
31000, 36 months,9.93,B,B2,10+ years,MORTGAGE,62000.0,Jun-2017,Current,debt_consolidation,20.36
30000, 60 months,22.35,D,D5,2 years,MORTGAGE,39600.0,Aug-2018,Current,debt_consolidation,29.79
15600, 36 months,13.56,C,C1,10+ years,RENT,65000.0,Oct-2018,Current,debt_consolidation,21.6
15000, 36 months,8.46,A,A5,10+ years,MORTGAGE,115000.0,Oct-2018,Current,credit_card,23.22
10000, 36 months,11.49,B,B5,7 years,RENT,45500.0,Aug-2016,Fully Paid,other,20.11
9800, 36 months,18.25,D,D2,7 years,MORTGAGE,42000.0,Jul-2013,Fully Paid,debt_consolidation,31.0
20000, 60 months,10.47,B,B2,10+ years,OWN,50000.0,Sep-2018,Current,home_improvement,7.06
5500, 36 months,6.11,A,A1,5 years,MORTGAGE,45552.0,Oct-2018,Current,credit_card,22.0
5000, 36 months,10.49,B,B3,3 years,RENT,115000.0,Sep-2016,Current,vacation,8.63
32000, 60 months,10.42,B,B3,7 years,OWN,100000.0,Oct-2017,Current,credit_card,17.53
10000, 36 months,23.99,E,E2,8 years,RENT,52500.0,Mar-2017,Current,credit_card,32.64
12550, 36 months,16.29,D,D2,10+ years,RENT,58500.0,Jul-2014,Fully Paid,debt_consolidation,31.61
35000, 60 months,10.07,B,B2,10+ years,OWN,190000.0,Jun-2018,Current,credit_card,6.96
20000, 36 months,16.02,C,C5,10+ years,RENT,72000.0,Oct-2017,Current,debt_consolidation,24.3
20850, 36 months,14.99,C,C5,8 years,MORTGAGE,120000.0,Oct-2014,Fully Paid,debt_consolidation,35.32
35000, 60 months,19.52,E,E2,10+ years,MORTGAGE,120000.0,Oct-2014,Charged Off,debt_consolidation,12.4
24000, 36 months,10.91,B,B4,7 years,RENT,85000.0,Dec-2017,Current,debt_consolidation,16.68
8000, 36 months,8.39,B,B1,10+ years,MORTGAGE,45000.0,Apr-2016,Current,debt_consolidation,14.99
15950, 36 months,15.61,C,C3,8 years,MORTGAGE,110000.0,Nov-2013,Fully Paid,debt_consolidation,8.4
12000, 60 months,10.37,B,B3,4 years,RENT,60000.0,Mar-2011,Fully Paid,other,15.84
6400, 36 months,15.05,C,C4,5 years,RENT,31000.0,Oct-2017,Fully Paid,other,23.07
35000, 36 months,18.25,D,D3,7 years,RENT,160000.0,Jan-2014,Fully Paid,debt_consolidation,13.88
8425, 36 months,15.61,D,D1,3 years,MORTGAGE,110000.0,Aug-2015,Fully Paid,credit_card,13.12
1325, 36 months,15.99,C,C5,9 years,RENT,22900.0,Apr-2017,Fully Paid,debt_consolidation,9.01
20000, 36 months,10.33,B,B1,10+ years,OWN,45000.0,Nov-2018,Current,credit_card,25.63
15000, 36 months,12.99,B,B4,3 years,MORTGAGE,68500.0,Oct-2013,Fully Paid,credit_card,25.7
6000, 36 months,12.73,B,B5,10+ years,RENT,56000.0,Sep-2018,Fully Paid,other,8.27
6000, 36 months,7.35,A,A4,10+ years,MORTGAGE,72000.0,May-2017,Current,credit_card,26.85
17050, 60 months,15.88,C,C4,8 years,MORTGAGE,49000.0,Sep-2013,Fully Paid,credit_card,27.87
5000, 36 months,7.9,A,A4,2 years,OWN,79500.0,Sep-2012,Fully Paid,debt_consolidation,15.77
4000, 36 months,11.99,B,B5,4 years,RENT,80000.0,Feb-2018,Current,debt_consolidation,9.72
10000, 36 months,11.49,B,B5,10+ years,MORTGAGE,72925.0,Aug-2016,Charged Off,debt_consolidation,15.7
15000, 36 months,7.89,A,A5,4 years,RENT,140000.0,May-2015,Fully Paid,credit_card,10.06
6200, 36 months,19.97,D,D5,3 years,MORTGAGE,50000.0,Dec-2013,Charged Off,debt_consolidation,17.52
14400, 60 months,15.41,D,D1,< 1 year,RENT,33600.0,Nov-2015,Current,debt_consolidation,5.93
13000, 60 months,12.74,C,C1,7 years,RENT,34000.0,Feb-2017,Current,credit_card,29.93
10000, 36 months,15.61,D,D1,3 years,MORTGAGE,150000.0,May-2014,Fully Paid,credit_card,19.28
16000, 60 months,13.66,C,C3,2 years,MORTGAGE,45000.0,Jan-2015,Fully Paid,credit_card,39.01
27000, 60 months,17.99,D,D2,10+ years,MORTGAGE,60000.0,Feb-2017,Current,debt_consolidation,34.34
20000, 36 months,8.46,A,A5,,MORTGAGE,84000.0,Sep-2018,Current,debt_consolidation,30.59
12600, 36 months,15.61,D,D1,7 years,RENT,35000.0,Aug-2015,Fully Paid,debt_consolidation,28.19
3000, 36 months,14.99,C,C4,,RENT,10744.0,Mar-2017,Current,credit_card,22.57
21000, 36 months,11.53,B,B5,2 years,MORTGAGE,80000.0,Aug-2015,Fully Paid,credit_card,14.2
35000, 36 months,10.99,B,B4,10+ years,MORTGAGE,150000.0,Nov-2015,Fully Paid,credit_card,2.38
12000, 60 months,10.07,B,B2,10+ years,MORTGAGE,75000.0,Jun-2018,Current,debt_consolidation,7.44
6425, 36 months,20.99,E,E5,7 years,MORTGAGE,30000.0,Jun-2015,Fully Paid,debt_consolidation,37.52
12000, 36 months,11.99,C,C1,10+ years,RENT,78000.0,Mar-2016,Current,other,16.42
14000, 60 months,12.29,C,C1,10+ years,RENT,40000.0,Oct-2015,Fully Paid,debt_consolidation,32.34
30000, 36 months,12.62,C,C1,6 years,RENT,106000.0,Jul-2017,Current,credit_card,12.48
24000, 60 months,14.49,C,C4,6 years,MORTGAGE,70000.0,Sep-2016,Charged Off,credit_card,23.56
5100, 36 months,15.59,C,C5,1 year,RENT,16000.0,Jun-2016,Fully Paid,debt_consolidation,18.0
10000, 36 months,20.39,D,D4,2 years,MORTGAGE,25000.0,Jun-2018,Fully Paid,debt_consolidation,41.96
22800, 60 months,16.02,C,C5,6 years,MORTGAGE,90000.0,Oct-2017,Current,debt_consolidation,19.51
10900, 36 months,9.75,B,B3,10+ years,MORTGAGE,70000.0,Feb-2016,Fully Paid,debt_consolidation,21.55
28000, 60 months,8.39,B,B1,6 years,MORTGAGE,69000.0,May-2016,Fully Paid,debt_consolidation,25.77
35000, 60 months,18.25,E,E1,10+ years,MORTGAGE,98500.0,Jul-2015,Current,credit_card,18.85
8000, 36 months,13.49,C,C2,4 years,RENT,55000.0,Feb-2017,Current,debt_consolidation,21.71
14000, 36 months,5.32,A,A1,10+ years,MORTGAGE,60000.0,Aug-2017,Current,debt_consolidation,19.14
20000, 36 months,9.8,B,B3,10+ years,MORTGAGE,130000.0,Jan-2016,Fully Paid,debt_consolidation,4.88
14000, 60 months,17.09,D,D1,< 1 year,RENT,45000.0,Nov-2017,Charged Off,debt_consolidation,20.21
5000, 36 months,12.79,C,C1,8 years,RENT,51000.0,Jul-2016,Fully Paid,major_purchase,5.91
30000, 36 months,13.56,C,C1,10+ years,MORTGAGE,64000.0,Nov-2018,Current,debt_consolidation,29.51
25000, 60 months,14.52,C,C3,2 years,MORTGAGE,75000.0,Jun-2018,Fully Paid,debt_consolidation,18.03
12000, 36 months,11.98,B,B5,10+ years,OWN,750000.0,May-2018,Current,debt_consolidation,4.04
8000, 36 months,16.01,C,C5,9 years,MORTGAGE,41000.0,Apr-2018,Current,debt_consolidation,38.17
10000, 36 months,7.34,A,A4,10+ years,RENT,56000.0,Apr-2018,Current,credit_card,22.29
32475, 60 months,18.99,D,D4,10+ years,MORTGAGE,75000.0,Mar-2016,Current,credit_card,29.62
20000, 60 months,17.99,D,D2,3 years,RENT,79000.0,Dec-2016,Fully Paid,debt_consolidation,13.93
13850, 60 months,15.99,C,C5,3 years,MORTGAGE,38500.0,Nov-2016,Fully Paid,credit_card,9.91
3000, 36 months,10.78,B,B4,,MORTGAGE,48650.0,Dec-2015,Fully Paid,debt_consolidation,10.11
6000, 36 months,7.35,A,A4,< 1 year,MORTGAGE,90000.0,Oct-2017,Fully Paid,major_purchase,2.93
4000, 36 months,13.56,C,C1,10+ years,MORTGAGE,65000.0,Sep-2018,Late (31-120 days),moving,11.1
12800, 60 months,25.49,E,E4,9 years,RENT,45000.0,Dec-2016,Charged Off,debt_consolidation,1.52
18000, 60 months,9.8,B,B3,4 years,MORTGAGE,90000.0,Jan-2016,Charged Off,debt_consolidation,28.87
20400, 36 months,10.99,B,B4,6 years,MORTGAGE,50000.0,May-2015,Charged Off,debt_consolidation,7.1
10000, 36 months,11.99,B,B3,4 years,MORTGAGE,71000.0,Mar-2014,Fully Paid,credit_card,7.81
8400, 36 months,10.99,B,B4,1 year,RENT,43000.0,Aug-2016,Current,debt_consolidation,12.45
16800, 36 months,7.89,A,A5,4 years,RENT,62000.0,Dec-2015,Fully Paid,credit_card,23.67
21550, 60 months,16.29,D,D2,2 years,RENT,48000.0,Oct-2014,Current,debt_consolidation,22.03
22275, 60 months,23.13,F,F1,2 years,MORTGAGE,147000.0,Feb-2016,Current,debt_consolidation,28.53
35000, 60 months,9.93,B,B2,< 1 year,RENT,59000.0,Jul-2017,Current,debt_consolidation,53.8
10000, 36 months,5.32,A,A1,,MORTGAGE,35000.0,Oct-2015,Fully Paid,credit_card,18.45
10600, 36 months,12.99,B,B5,10+ years,MORTGAGE,36000.0,Apr-2014,Charged Off,debt_consolidation,30.56
18000, 60 months,12.99,C,C2,10+ years,MORTGAGE,55000.0,Jun-2016,Fully Paid,debt_consolidation,23.81
30000, 36 months,10.07,B,B2,5 years,MORTGAGE,68000.0,Jun-2018,Current,debt_consolidation,24.87
20000, 36 months,7.56,A,A3,8 years,OWN,100000.0,Dec-2018,Current,credit_card,8.66
35000, 36 months,5.32,A,A1,< 1 year,MORTGAGE,240000.0,Apr-2016,Fully Paid,credit_card,13.13
4900, 36 months,8.49,A,A5,< 1 year,RENT,50000.0,May-2011,Fully Paid,debt_consolidation,5.02
11500, 36 months,13.11,B,B4,,MORTGAGE,34704.0,Aug-2012,Fully Paid,debt_consolidation,14.83
30000, 36 months,18.39,E,E2,1 year,RENT,54000.0,Aug-2011,Fully Paid,major_purchase,10.64
20000, 36 months,6.83,A,A3,,RENT,53000.0,Jun-2018,Current,credit_card,24.77
4000, 36 months,7.89,A,A5,10+ years,MORTGAGE,75000.0,Sep-2015,Fully Paid,debt_consolidation,11.02
16000, 36 months,12.69,C,C2,10+ years,OWN,65000.0,May-2015,Fully Paid,debt_consolidation,11.98
20000, 36 months,6.72,A,A3,10+ years,OWN,55000.0,Feb-2018,Current,debt_consolidation,12.68
10000, 36 months,11.55,B,B3,7 years,MORTGAGE,45000.0,Jul-2013,Fully Paid,debt_consolidation,21.65
11000, 36 months,9.17,B,B2,4 years,RENT,60000.0,Jun-2015,Fully Paid,debt_consolidation,11.48
10000, 36 months,10.49,B,B2,7 years,OWN,43680.0,Mar-2017,Current,debt_consolidation,15.27
10000, 36 months,12.99,C,C2,10+ years,MORTGAGE,77500.0,Mar-2016,Fully Paid,debt_consolidation,10.3
34525, 36 months,7.97,A,A5,< 1 year,MORTGAGE,350000.0,Jul-2017,Current,debt_consolidation,8.91
20000, 36 months,10.91,B,B4,8 years,RENT,85000.0,Feb-2018,Current,debt_consolidation,28.28
15000, 36 months,8.18,B,B1,10+ years,MORTGAGE,57000.0,Aug-2015,Fully Paid,debt_consolidation,17.77
8000, 36 months,19.92,D,D3,,MORTGAGE,38000.0,Nov-2018,Current,debt_consolidation,34.37
22500, 36 months,19.03,D,D3,10+ years,OWN,50000.0,Dec-2017,Current,debt_consolidation,29.72
20000, 60 months,13.67,C,C3,< 1 year,MORTGAGE,82560.0,Apr-2016,Current,debt_consolidation,30.36
19000, 36 months,9.92,B,B2,< 1 year,RENT,68700.0,May-2018,Current,debt_consolidation,11.27
12000, 60 months,17.47,D,D1,4 years,RENT,64000.0,Jun-2018,Current,credit_card,15.32
9600, 36 months,7.89,A,A5,10+ years,MORTGAGE,65000.0,May-2015,Fully Paid,credit_card,22.97
12000, 36 months,13.98,C,C3,10+ years,RENT,39800.0,Nov-2014,Fully Paid,debt_consolidation,27.35
25000, 36 months,13.67,C,C4,10+ years,MORTGAGE,60000.0,Nov-2015,Fully Paid,credit_card,14.16
11500, 36 months,9.71,B,B1,7 years,RENT,35100.0,Aug-2013,Fully Paid,debt_consolidation,25.0
20000, 36 months,7.91,A,A5,10+ years,MORTGAGE,100000.0,Dec-2015,Fully Paid,debt_consolidation,25.83
7500, 36 months,14.08,C,C3,3 years,MORTGAGE,70000.0,May-2017,Current,debt_consolidation,10.11
16000, 60 months,12.29,C,C1,10+ years,MORTGAGE,67000.0,Oct-2015,Current,credit_card,27.98
8000, 36 months,10.15,B,B2,1 year,RENT,50000.0,Oct-2014,Fully Paid,debt_consolidation,13.31
1500, 36 months,13.92,C,C4,5 years,RENT,50000.0,Jan-2010,Fully Paid,other,17.04
1700, 36 months,10.42,B,B3,,RENT,20000.0,Nov-2017,Charged Off,debt_consolidation,17.89
9000, 36 months,12.98,B,B5,8 years,MORTGAGE,45000.0,Nov-2018,Current,credit_card,35.2
12000, 36 months,10.99,B,B4,2 years,MORTGAGE,40000.0,Aug-2015,Fully Paid,debt_consolidation,24.45
10000, 36 months,5.32,A,A1,3 years,MORTGAGE,60000.0,Jul-2017,Current,major_purchase,22.08
21850, 60 months,24.99,F,F4,5 years,RENT,52200.0,Apr-2014,Current,debt_consolidation,23.54
7000, 36 months,9.58,B,B1,4 years,RENT,45000.0,May-2018,Current,other,18.0
12000, 60 months,19.03,D,D3,5 years,RENT,65000.0,Dec-2017,In Grace Period,credit_card,20.99
10000, 60 months,19.92,D,D3,3 years,MORTGAGE,75000.0,Oct-2018,Current,debt_consolidation,34.08
37000, 60 months,7.84,A,A4,3 years,RENT,72000.0,Sep-2018,Fully Paid,debt_consolidation,12.45
24000, 60 months,20.99,E,E1,,MORTGAGE,85000.0,Jun-2016,Fully Paid,debt_consolidation,28.48
30000, 60 months,10.49,B,B2,< 1 year,MORTGAGE,125000.0,Apr-2017,Current,home_improvement,18.93
5000, 36 months,8.24,B,B1,2 years,RENT,90000.0,May-2017,Current,debt_consolidation,6.53
3000, 36 months,8.18,B,B1,10+ years,MORTGAGE,60000.0,Oct-2015,Fully Paid,debt_consolidation,6.4
30750, 60 months,24.99,F,F3,3 years,MORTGAGE,85472.0,Feb-2016,Charged Off,other,28.17
40000, 60 months,15.02,C,C3,< 1 year,MORTGAGE,250000.0,Dec-2018,Current,debt_consolidation,18.95
20500, 36 months,11.49,B,B5,5 years,RENT,73421.0,Aug-2016,Fully Paid,credit_card,11.33
6225, 36 months,17.57,D,D2,3 years,MORTGAGE,84000.0,Mar-2014,Charged Off,debt_consolidation,26.36
21725, 36 months,17.27,D,D2,2 years,OWN,49400.0,Jun-2016,Charged Off,credit_card,39.48
19200, 36 months,11.49,B,B5,1 year,MORTGAGE,68000.0,Aug-2016,Fully Paid,debt_consolidation,16.61
22800, 36 months,15.05,C,C4,3 years,RENT,35000.0,Dec-2017,Current,debt_consolidation,38.72
8400, 36 months,13.99,C,C3,10+ years,RENT,91000.0,Dec-2016,Current,house,24.34
23750, 36 months,6.97,A,A2,< 1 year,RENT,90000.0,Oct-2013,Fully Paid,debt_consolidation,25.05
31175, 36 months,16.29,D,D2,2 years,RENT,100000.0,Jul-2014,Fully Paid,debt_consolidation,8.11
2800, 36 months,16.29,D,D2,10+ years,MORTGAGE,70000.0,Jul-2014,Fully Paid,credit_card,28.86
10000, 36 months,5.32,A,A1,6 years,RENT,75000.0,Jan-2018,Current,credit_card,27.54
10000, 60 months,14.08,C,C3,10+ years,MORTGAGE,50000.0,Aug-2017,In Grace Period,debt_consolidation,10.18
6400, 36 months,15.31,C,C4,6 years,RENT,53800.0,Apr-2014,Fully Paid,debt_consolidation,24.11
15000, 60 months,8.18,B,B1,1 year,MORTGAGE,55000.0,Nov-2015,Current,credit_card,22.87
9600, 36 months,9.75,B,B3,8 years,MORTGAGE,84000.0,Feb-2016,Fully Paid,debt_consolidation,13.5
26400, 36 months,6.49,A,A2,10+ years,RENT,103000.0,Aug-2014,Fully Paid,credit_card,18.8
22400, 60 months,10.42,B,B3,10+ years,MORTGAGE,131500.0,Oct-2017,Fully Paid,debt_consolidation,29.59
35000, 36 months,15.49,C,C4,< 1 year,MORTGAGE,73400.0,Jun-2018,Current,debt_consolidation,16.22
8000, 36 months,12.61,C,C1,1 year,OWN,30000.0,Apr-2018,Current,debt_consolidation,9.12
6000, 36 months,8.39,A,A5,,MORTGAGE,38000.0,Nov-2014,Fully Paid,credit_card,24.95
25000, 60 months,6.72,A,A3,10+ years,MORTGAGE,160000.0,Feb-2018,Current,credit_card,20.99
25000, 36 months,18.54,E,E1,9 years,RENT,87000.0,Nov-2014,Charged Off,debt_consolidation,26.21
12000, 60 months,16.01,C,C5,,MORTGAGE,38550.0,Feb-2018,Current,debt_consolidation,23.38
20000, 36 months,13.99,C,C1,10+ years,MORTGAGE,82000.0,Mar-2012,Charged Off,debt_consolidation,15.36
25000, 36 months,6.24,A,A2,10+ years,OWN,71000.0,Aug-2015,Fully Paid,credit_card,25.05
32000, 60 months,10.99,B,B3,5 years,MORTGAGE,224000.0,Jun-2014,Fully Paid,credit_card,5.6
17000, 60 months,13.18,C,C3,10+ years,MORTGAGE,109000.0,Nov-2015,Fully Paid,home_improvement,22.56
13000, 60 months,13.56,C,C1,8 years,MORTGAGE,86000.0,Aug-2018,Current,credit_card,5.82
3000, 36 months,13.67,C,C3,10+ years,MORTGAGE,34000.0,May-2016,Current,medical,19.06
12000, 36 months,7.9,A,A4,,MORTGAGE,60000.0,Oct-2011,Fully Paid,other,2.8
20000, 36 months,11.06,B,B3,3 years,MORTGAGE,95000.0,Jul-2018,Current,debt_consolidation,36.57
14000, 36 months,11.98,B,B5,9 years,MORTGAGE,58000.0,Apr-2018,Current,debt_consolidation,15.58
35000, 60 months,15.61,D,D1,10+ years,MORTGAGE,79000.0,Mar-2015,Fully Paid,debt_consolidation,31.72
17000, 36 months,17.09,D,D1,6 years,RENT,80000.0,Nov-2017,Current,credit_card,8.58
8000, 36 months,14.99,C,C5,2 years,RENT,98200.0,Oct-2014,Charged Off,credit_card,5.25
35000, 36 months,9.93,B,B2,7 years,RENT,81000.0,Dec-2017,Fully Paid,debt_consolidation,15.73
17325, 36 months,14.99,C,C4,3 years,RENT,100000.0,Dec-2016,Current,debt_consolidation,12.8
7000, 36 months,7.62,A,A3,2 years,RENT,50000.0,Oct-2013,Fully Paid,credit_card,26.46
16000, 60 months,15.61,D,D1,10+ years,MORTGAGE,70000.0,Jun-2014,Fully Paid,home_improvement,24.14
8000, 36 months,10.41,B,B3,10+ years,MORTGAGE,55000.0,Apr-2018,Fully Paid,debt_consolidation,9.45
35000, 60 months,28.69,F,F1,1 year,MORTGAGE,150000.0,Feb-2017,Charged Off,debt_consolidation,12.16
35000, 36 months,13.33,C,C3,10+ years,MORTGAGE,360000.0,Oct-2015,Fully Paid,debt_consolidation,16.31
20000, 36 months,8.46,A,A5,10+ years,OWN,70000.0,Aug-2018,Current,debt_consolidation,25.25
21000, 36 months,15.05,C,C4,3 years,RENT,53000.0,Oct-2017,Current,debt_consolidation,18.39
16000, 36 months,6.03,A,A1,10+ years,MORTGAGE,74000.0,May-2014,Fully Paid,home_improvement,1.02
3000, 36 months,10.56,B,B3,,OWN,30000.0,Jun-2018,Current,major_purchase,21.44
4500, 36 months,12.39,C,C1,10+ years,RENT,60000.0,Nov-2014,Fully Paid,credit_card,4.52
18000, 60 months,14.33,C,C1,6 years,MORTGAGE,70000.0,Jun-2013,Fully Paid,debt_consolidation,10.59
7000, 36 months,7.21,A,A3,1 year,RENT,46000.0,Nov-2018,Current,credit_card,4.38
20000, 60 months,9.93,B,B2,4 years,MORTGAGE,7876.0,Dec-2017,Current,debt_consolidation,108.54
5500, 36 months,6.72,A,A3,3 years,MORTGAGE,53000.0,Dec-2017,Current,credit_card,17.19
14000, 60 months,16.59,D,D1,10+ years,MORTGAGE,83900.0,Apr-2014,Current,debt_consolidation,1.09
17200, 36 months,23.99,F,F3,9 years,MORTGAGE,57368.0,Sep-2015,Fully Paid,debt_consolidation,23.72
