loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,dti
22000, 36 months,6.03,A,A1,10+ years,MORTGAGE,75000.0,Jun-2013,Fully Paid,debt_consolidation,18.67
18475, 60 months,25.34,E,E3,,MORTGAGE,42000.0,Sep-2018,Current,debt_consolidation,23.0
35000, 36 months,9.49,B,B2,2 years,OWN,180000.0,Jul-2016,Current,debt_consolidation,25.58
18000, 36 months,10.64,B,B2,< 1 year,RENT,70000.0,Aug-2013,Fully Paid,debt_consolidation,17.19
13200, 60 months,13.65,C,C1,10+ years,MORTGAGE,72600.0,Apr-2014,Fully Paid,debt_consolidation,19.55
7000, 36 months,14.09,B,B5,2 years,MORTGAGE,75192.0,May-2013,Fully Paid,debt_consolidation,19.79
28000, 36 months,13.99,C,C4,3 years,MORTGAGE,91000.0,Feb-2015,Fully Paid,credit_card,18.91
13675, 36 months,8.9,A,A5,1 year,RENT,55000.0,May-2012,Charged Off,credit_card,18.15
5000, 36 months,9.17,B,B1,8 years,MORTGAGE,72000.0,Aug-2014,Fully Paid,debt_consolidation,15.68
12000, 36 months,5.32,A,A1,8 years,MORTGAGE,80000.0,Aug-2017,Current,other,28.91
18000, 60 months,20.99,E,E5,10+ years,MORTGAGE,110000.0,Sep-2015,Fully Paid,debt_consolidation,3.24
35000, 60 months,11.55,B,B4,3 years,MORTGAGE,70000.0,Aug-2018,Current,debt_consolidation,45.52
27500, 60 months,24.99,F,F3,8 years,MORTGAGE,86000.0,Feb-2016,Charged Off,debt_consolidation,6.68
18000, 60 months,12.69,C,C2,6 years,RENT,137000.0,May-2015,Fully Paid,home_improvement,4.95
15000, 60 months,12.74,C,C1,5 years,RENT,75000.0,Mar-2017,Current,credit_card,17.49
7500, 36 months,10.99,B,B4,3 years,OWN,58000.0,Oct-2015,Charged Off,home_improvement,9.5
20000, 60 months,15.61,D,D1,4 years,OWN,85000.0,Aug-2015,Charged Off,credit_card,21.86
23050, 60 months,23.99,F,F2,9 years,OWN,55000.0,Apr-2015,Charged Off,debt_consolidation,10.76
5000, 36 months,11.44,B,B4,10+ years,RENT,27000.0,Dec-2016,Current,moving,11.2
19175, 36 months,7.49,A,A4,7 years,MORTGAGE,86000.0,Nov-2014,Fully Paid,credit_card,33.78
11700, 60 months,10.99,B,B2,10+ years,MORTGAGE,65000.0,Jan-2014,Fully Paid,medical,22.77
16000, 60 months,16.02,D,D5,10+ years,MORTGAGE,99504.0,Mar-2011,Fully Paid,home_improvement,4.14
25000, 60 months,11.98,B,B5,,MORTGAGE,90000.0,Apr-2018,Fully Paid,home_improvement,22.16
12475, 60 months,7.89,A,A5,3 years,MORTGAGE,60000.0,May-2016,Current,debt_consolidation,10.22
20000, 36 months,7.39,A,A4,10+ years,MORTGAGE,80000.0,Apr-2016,Fully Paid,credit_card,13.37
20000, 36 months,13.16,C,C3,3 years,MORTGAGE,115000.0,Feb-2009,Fully Paid,debt_consolidation,9.52
10000, 36 months,7.35,A,A4,10+ years,OWN,80000.0,Dec-2017,Current,credit_card,18.95
16000, 60 months,17.47,D,D1,1 year,RENT,50000.0,Mar-2018,Current,debt_consolidation,14.18
10000, 60 months,14.99,C,C4,10+ years,MORTGAGE,75000.0,Oct-2016,Charged Off,debt_consolidation,6.12
15000, 36 months,12.99,C,C1,< 1 year,MORTGAGE,78000.0,Oct-2014,Fully Paid,debt_consolidation,21.26
19800, 60 months,14.46,C,C4,10+ years,OWN,45000.0,Mar-2016,Current,debt_consolidation,31.84
21600, 36 months,7.96,A,A5,,RENT,44000.0,May-2018,Current,debt_consolidation,15.0
5600, 36 months,11.67,B,B4,10+ years,OWN,32000.0,Oct-2014,Fully Paid,debt_consolidation,17.93
8000, 36 months,11.67,B,B4,< 1 year,OWN,25000.0,Jul-2014,Fully Paid,credit_card,24.34
6000, 36 months,11.44,B,B4,10+ years,MORTGAGE,45000.0,Jan-2015,Fully Paid,medical,16.59
18000, 60 months,10.99,B,B4,10+ years,RENT,92000.0,Aug-2016,Current,debt_consolidation,9.16
24000, 60 months,16.02,C,C5,,RENT,25000.0,Jan-2018,Current,debt_consolidation,14.21
15000, 36 months,10.91,B,B4,2 years,OWN,24000.0,Jan-2018,Fully Paid,other,0.25
10000, 36 months,9.17,B,B2,< 1 year,OWN,175000.0,Dec-2015,Charged Off,debt_consolidation,25.02
19000, 60 months,13.49,C,C2,10+ years,MORTGAGE,71000.0,Jul-2016,Current,credit_card,25.32
15000, 36 months,9.17,B,B2,9 years,MORTGAGE,82000.0,May-2015,Fully Paid,debt_consolidation,14.01
14500, 36 months,10.74,B,B2,3 years,MORTGAGE,55000.0,Jul-2012,Fully Paid,debt_consolidation,26.66
16000, 36 months,20.2,D,D5,10+ years,MORTGAGE,82000.0,Oct-2013,Charged Off,other,21.82
10000, 36 months,6.67,A,A2,10+ years,RENT,70000.0,Aug-2018,Current,debt_consolidation,9.99
20000, 60 months,10.99,B,B3,10+ years,MORTGAGE,115000.0,May-2014,Current,debt_consolidation,18.39
1600, 36 months,14.99,C,C4,2 years,RENT,22000.0,Dec-2016,Current,other,27.33
10000, 60 months,18.06,D,D2,5 years,MORTGAGE,93000.0,Sep-2017,Current,home_improvement,13.12
30000, 60 months,16.91,C,C5,10+ years,MORTGAGE,148600.0,Dec-2018,Current,debt_consolidation,9.68
12000, 60 months,11.53,B,B5,10+ years,RENT,72000.0,Oct-2015,Fully Paid,credit_card,10.74
6000, 36 months,10.99,B,B2,10+ years,MORTGAGE,80000.0,Apr-2014,Charged Off,small_business,20.94
31000, 60 months,10.47,B,B2,5 years,MORTGAGE,125000.0,Jul-2018,Current,debt_consolidation,24.06
4000, 36 months,16.99,D,D3,< 1 year,RENT,46000.0,May-2015,Charged Off,moving,17.85
12000, 60 months,19.42,D,D3,1 year,RENT,36000.0,Jun-2018,Current,debt_consolidation,9.07
18000, 36 months,11.47,B,B5,8 years,MORTGAGE,77000.0,May-2016,Fully Paid,credit_card,38.7
15600, 36 months,9.93,B,B2,10+ years,OWN,65000.0,Oct-2017,Current,major_purchase,21.69
15600, 60 months,15.59,C,C5,6 years,MORTGAGE,90000.0,Aug-2016,Charged Off,debt_consolidation,15.97
14900, 36 months,14.99,C,C5,4 years,MORTGAGE,55000.0,Oct-2014,Fully Paid,credit_card,29.48
14800, 36 months,13.49,C,C2,10+ years,OWN,37000.0,Oct-2016,Current,debt_consolidation,17.29
15000, 60 months,11.99,B,B5,2 years,RENT,135000.0,Nov-2017,Current,other,18.42
3000, 36 months,10.08,B,B1,10+ years,MORTGAGE,45000.0,Sep-2018,Current,debt_consolidation,20.67
15000, 60 months,6.11,A,A1,5 years,MORTGAGE,125000.0,Aug-2018,Current,credit_card,16.87
25000, 36 months,17.27,D,D2,10+ years,MORTGAGE,65000.0,May-2016,Fully Paid,credit_card,28.22
11000, 60 months,13.33,C,C3,,OWN,40000.0,Mar-2015,Fully Paid,debt_consolidation,8.52
15000, 60 months,21.18,E,E3,10+ years,MORTGAGE,46700.0,Feb-2016,Charged Off,credit_card,3.73
35000, 36 months,13.99,C,C3,10+ years,MORTGAGE,105000.0,Jul-2016,Current,debt_consolidation,27.27
21000, 36 months,7.59,A,A3,2 years,MORTGAGE,90000.0,Aug-2016,Fully Paid,debt_consolidation,22.61
6000, 36 months,15.8,C,C3,8 years,MORTGAGE,98000.0,Jan-2013,Fully Paid,vacation,19.3
16000, 60 months,14.49,C,C4,3 years,MORTGAGE,75000.0,Sep-2014,Fully Paid,home_improvement,2.99
2500, 36 months,6.11,A,A1,10+ years,OWN,104000.0,Oct-2018,Current,debt_consolidation,10.67
